﻿时间,收盘点位,市值,PE-TTM(加权平均值)
2013-07-10,1652.84,8600670699606.1,7.0081
2013-07-09,1618.88,8512994841152,6.9367
2013-07-08,1610.19,8459694847772.7,6.8932
2013-07-05,1645.91,8571950433114.3,6.9847
2013-07-04,1640.16,8527120582234.602,6.9482
2013-07-03,1633.02,8515395810692.602,6.9386
2013-07-02,1650.25,8560191061786.8,6.9751
2013-07-01,1655.91,8535471389468.101,6.955
2013-06-28,1656.86,8468528395416.5,6.9004
2013-06-27,1610.05,8272616955179.701,6.7408
2013-06-26,1601.76,8183808843067.398,6.6684
2013-06-25,1622.83,8313979201831.602,6.7745
2013-06-24,1625.51,8306922008161.102,6.7688
2013-06-21,1735.65,8686320740079.5,7.0779
2013-06-20,1735.8,8841838182292,7.2046
2013-06-19,1792.07,9053491351166.8,7.3771
2013-06-18,1816.69,9145384266705.8,7.452
2013-06-17,1809.68,9174207187483.9,7.4755
2013-06-14,1824.52,9225943784752.799,7.5176
2013-06-13,1822.04,9209102929714.7,7.5039
2013-06-07,1886.6,9422124668105.3,7.6775
2013-06-06,1908.88,9498714205070.201,7.7399
2013-06-05,1934.78,9604749550295.2,7.8263
2013-06-04,1952.68,9628348884836.9,7.8455
2013-06-03,1970.07,9674173736574.6,7.8828
2013-05-31,1968.14,9653674740273.2,7.8661
2013-05-30,1981.23,9696805725844.002,7.9013
2013-05-29,1987.08,9731863556313,7.9299
2013-05-28,1994.24,9747447648383.201,7.9426
2013-05-27,1956.24,9619472520947.002,7.8383
2013-05-24,1958.31,9629662781356.598,7.8466
2013-05-23,1953.99,9625188271153.102,7.8429
2013-05-22,1992.48,9743450524761.201,7.9393
2013-05-21,1989.46,9766766147314.3,7.9583
2013-05-20,1999.28,9789977220082.6,7.9772
2013-05-17,1978.63,9724311036466.7,7.9237
2013-05-16,1957.17,9596032035432.299,7.8192
2013-05-15,1926.67,9500788553977.5,7.7416
2013-05-14,1918.27,9492722390830.9,7.735
2013-05-13,1935.95,9581649834192.1,7.8075
2013-05-10,1941.18,9621618473061.197,7.84
2013-05-09,1928.02,9587723710845.3,7.8124
2013-05-08,1940.43,9641716258620.9,7.8564
2013-05-07,1938.22,9603310130052.2,7.8251
2013-05-06,1937.41,9607378159695,7.8284
2013-05-03,1920.67,9552162123446.6,7.7834
2013-05-02,1886.93,9440746167851.1,7.6926
2013-04-26,1879.48,9424725853176.299,7.8238
2013-04-25,1892.51,9488876744134.3,7.9401
2013-04-24,1910.9,9524120815563.8,7.9771
2013-04-23,1876.17,9423720476284,7.9049
2013-04-22,1934.38,9601761395963.701,8.0848
2013-04-19,1930.95,9620196858421.102,8.0955
2013-04-18,1859.91,9421353870047.102,7.9279
2013-04-17,1851.1,9415446168533.701,7.9242
2013-04-16,1870.22,9475218658426.3,7.9739
2013-04-15,1869.02,9477630937606.5,7.976
2013-04-12,1880.73,9547949841320.7,8.0346
2013-04-11,1892.18,9576322265049.701,8.0682
2013-04-10,1894.26,9583726637365.4,8.0742
2013-04-09,1904.39,9595933856138.7,8.0863
2013-04-08,1894.06,9570709910197,8.0651
2013-04-03,1910.39,9648131686195.502,8.1303
2013-04-02,1900.85,9599706867999.602,8.0895
2013-04-01,1902.77,9583945638958.5,8.0805
2013-03-29,1910.44,9603346130996.2,8.0957
2013-03-28,1904.24,9574671555575.6,8.1055
2013-03-27,1994.47,9844426800678.6,8.3516
2013-03-26,1984.95,9844533992884.299,8.4094
2013-03-25,2028.46,9995780813247.1,8.5423
2013-03-22,2035.75,9983444958329.4,8.6437
2013-03-21,2032.44,9966505572788.9,8.6203
2013-03-20,2034.29,9969385237511.398,8.6232
2013-03-19,1958.81,9740786817219.6,8.4382
2013-03-18,1932.59,9657825628364.6,8.3657
2013-03-15,1958.25,9857489814904.3,8.5387
2013-03-14,1947.64,9773298502569.5,8.4658
2013-03-13,1942.65,9733775022962.3,8.4315
2013-03-12,1959.05,9804070537162.9,8.4924
2013-03-11,1995.14,9844090020387.8,8.5273
2013-03-08,2020.33,9889296498653.998,8.5665
2013-03-07,2019.78,9871451100097.799,8.551
2013-03-06,2051.58,9990743818265.6,8.6544
2013-03-05,2028.87,9942043082461.3,8.6122
2013-03-04,1938.52,9706236386298.602,8.4079
2013-03-01,2038.96,10024005632518.2,8.6835
2013-02-28,2050.4,10099163434326.4,8.7486
2013-02-27,1984.68,9907534350674,8.5826
2013-02-26,1952.98,9787361674260.9,8.4786
2013-02-25,1974.65,9898516180219.201,8.5749
2013-02-22,1961.1,9857658387316.201,8.5395
2013-02-21,1985.47,9948578829379.4,8.6183
2013-02-20,2070.66,10262183086175,8.8899
2013-02-19,2075.03,10267979110756.799,8.8949
2013-02-18,2095.91,10382565218196.398,8.9942
2013-02-08,2112.01,10399717283224.7,9.0091
2013-02-07,2122.67,10382982968663.4,8.9946
2013-02-06,2167.13,10546238411083.3,9.136
2013-02-05,2163.94,10545135314798.7,9.135
2013-02-04,2167.73,10644439026742.799,9.2211
2013-02-01,2155.51,10571764928187.898,9.1581
2013-01-31,2090.26,10396757772995,9.0065
2013-01-30,2082.88,10346996591582.898,8.9634
2013-01-29,2071.95,10151781759928.9,8.7943
2013-01-28,2042.46,10122435243515.201,8.7689
2013-01-25,1961.67,9893503585755.6,8.5705
2013-01-24,1970.12,9968962621705.9,8.6359
2013-01-23,1979.03,9947427326148.1,8.6173
2013-01-22,1966.79,9928418628156.6,8.6008
2013-01-21,1964.9,9914230746376.799,8.5885
2013-01-18,1943.71,9891142944387.9,8.5685
2013-01-17,1909.77,9781318375984.4,8.4734
2013-01-16,1924.1,9882589208952.1,8.5611
2013-01-15,1948.33,9992400196852.7,8.6562
2013-01-14,1945.81,10010966705511.4,8.6723
2013-01-11,1869.32,9751289294872.7,8.4473
2013-01-10,1904.77,9860917981657.201,8.5423
2013-01-09,1902.77,9820448199496.5,8.5073
2013-01-08,1908.2,9847357329928,8.5306
2013-01-07,1927.09,9950634009934.9,8.62
2013-01-04,1908.27,9893912822859.5,8.5709
2012-12-31,1906.03,8217525026119.9,9.0887
2012-12-28,1873.89,8085545773189.9,8.9428
2012-12-27,1838.88,8002040420555.9,8.8504
2012-12-26,1848.36,8051956042828.402,8.9056
2012-12-25,1851.02,8070458734497,8.9261
2012-12-24,1793.19,7857410692420.9,8.6904
2012-12-21,1786.35,7848779476726.4,8.6809
2012-12-20,1801.9,7942038591546.4,8.784
2012-12-19,1795.22,7946293928468.101,8.7887
2012-12-18,1792.67,7952646410364.398,8.7958
2012-12-17,1792.07,7943444414406,8.7856
2012-12-14,1780.29,7929052450732.198,8.7697
2012-12-13,1695.3,7640437884487.898,8.4505
2012-12-12,1711.04,7703149777178.198,8.5198
2012-12-11,1706.38,7667214898566.5,8.4801
2012-12-10,1714.34,7683643980305.3,8.4982
2012-12-07,1701.24,7636577751695.1,8.4462
2012-12-06,1669.34,7565551047694.1,8.3676
2012-12-05,1665.81,7553128370366.8,8.3539
2012-12-04,1615.46,7404243995774.501,8.1892
2012-12-03,1600.25,7368012125275.002,8.1491
2012-11-30,1615.98,7388289848985.398,8.1716
2012-11-29,1601.88,7359162497223.2,8.1394
2012-11-28,1616.67,7390340167218.5,8.1738
2012-11-27,1624.52,7400124026496.8,8.1847
2012-11-26,1637.1,7404067934712.4,8.189
2012-11-23,1646.45,7418765433568.1,8.2053
2012-11-22,1634.31,7385203328680.8,8.1682
2012-11-21,1643.44,7418121098888.4,8.2046
2012-11-20,1622.7,7372885918688.198,8.1545
2012-11-19,1631.68,7409368802744.3,8.1949
2012-11-16,1625.43,7394127762062.198,8.178
2012-11-15,1636.69,7458134774480.398,8.2488
2012-11-14,1660.12,7537375787764.2,8.3365
2012-11-13,1652.19,7520552420139.5,8.3179
2012-11-12,1674.18,7586388146713.398,8.3907
2012-11-09,1662.41,7555888065451.499,8.3569
2012-11-08,1667.39,7566059115497.5,8.3682
2012-11-07,1695.22,7631434923402.9,8.4405
2012-11-06,1696.58,7619241384031.5,8.427
2012-11-05,1702.02,7624116924238.7,8.4324
2012-11-02,1702.81,7639620774306.6,8.4496
2012-11-01,1690.46,7576120764945.602,8.3793
2012-10-31,1661.11,7458105672345.7,8.2488
2012-10-30,1653.65,7456554149138.1,8.2455
2012-10-29,1650.66,7447887673465.602,8.2306
2012-10-26,1659.67,7465345520225.398,8.2236
2012-10-25,1682.41,7540743575775.9,8.3611
2012-10-24,1694.74,7581984542243.3,8.4069
2012-10-23,1694.48,7576322906599,8.417
2012-10-22,1714.93,7622881031342.602,8.4645
2012-10-19,1706.91,7615267103144,8.4561
2012-10-18,1712.69,7633081344789.198,8.4759
2012-10-17,1691.33,7571998987820.602,8.408
2012-10-16,1687.12,7541794767950.2,8.3745
2012-10-15,1689.15,7554566236755.398,8.3887
2012-10-12,1692.37,7549504539415.6,8.3831
2012-10-11,1687.5,7521102036662.3,8.3515
2012-10-10,1701.64,7547213651120.101,8.3805
2012-10-09,1701.57,7547661968526.9,8.381
2012-10-08,1670.34,7428175789439.8,8.2483
2012-09-28,1684.27,7457310550790.1,8.2807
2012-09-27,1659.44,7376491721126,8.1909
2012-09-26,1612.75,7194360853866.899,7.9887
2012-09-25,1624.53,7249759468800.8,8.0502
2012-09-24,1624.9,7242418946086.602,8.0421
2012-09-21,1622.26,7256756508355.6,8.058
2012-09-20,1617.15,7230479875222.9,8.0288
2012-09-19,1648.27,7332711489182.2,8.1423
2012-09-18,1642.64,7328540351008.699,8.1377
2012-09-17,1659.17,7401281078040.5,8.2185
2012-09-14,1695.05,7512754409454.9,8.3423
2012-09-13,1680.94,7450967087204.002,8.2736
2012-09-12,1692.39,7474965061877.398,8.3003
2012-09-11,1690.65,7486422223060.398,8.313
2012-09-10,1704.93,7552307039798.2,8.3862
2012-09-07,1703.26,7555488447684.4,8.3897
2012-09-06,1638.43,7332283136956.398,8.1419
2012-09-05,1628.73,7308542307878.8,8.1155
2012-09-04,1636.88,7354313778992.8,8.1663
2012-09-03,1652.8,7407705236211.8,8.2256
2012-08-31,1645,7426604252011.5,8.2466
2012-08-30,1652.02,7457360481516.3,8.3385
2012-08-29,1640.78,7396655663569.002,8.2703
2012-08-28,1654.2,7458302797807.7,8.3268
2012-08-27,1635.37,7356756871170.101,8.2724
2012-08-24,1668.58,7437510498340.699,8.3835
2012-08-23,1683.91,7476193759066.101,8.3861
2012-08-22,1682,7490094049830.402,8.4017
2012-08-21,1687.04,7501903050278.198,8.4104
2012-08-20,1681.59,7492214761487.798,8.401
2012-08-17,1688.84,7516958411262.202,8.4291
2012-08-16,1685.09,7490927730531.499,8.3995
2012-08-15,1688.83,7494026165627.1,8.4029
2012-08-14,1710.68,7562098290243.7,8.4793
2012-08-13,1710.76,7550587358079.1,8.4612
2012-08-10,1742.57,7604059702165.1,8.5211
2012-08-09,1748.56,7604849501402.6,8.5503
2012-08-08,1742.91,7601689601904.5,8.5468
2012-08-07,1737.67,7563039733822.2,8.5033
2012-08-06,1741.57,7589948242866.1,8.5336
2012-08-03,1727.13,7575047677273,8.5168
2012-08-02,1714.61,7517724334591.1,8.4524
2012-08-01,1728.29,7547229219220.101,8.4856
2012-07-31,1715.78,7494224017865.998,8.4284
2012-07-30,1712.01,7457711641325.2,8.3876
2012-07-27,1715.74,7483621971887,8.4168
2012-07-26,1706.78,7436004521728.602,8.3634
2012-07-25,1711.7,7454104321566.3,8.3837
2012-07-24,1721.37,7476350476299.499,8.4087
2012-07-23,1718.88,7494621403625.301,8.4293
2012-07-20,1747.89,7601200127524.1,8.5492
2012-07-19,1765.55,7655687850603.998,8.6104
2012-07-18,1762.37,7613958810793.598,8.5635
2012-07-17,1754.03,7586804817577.002,8.533
2012-07-16,1738.88,7543613907768.5,8.4844
2012-07-13,1761.4,7587552582451.7,8.5338
2012-07-12,1762.05,7560491877544.898,8.5034
2012-07-11,1748.33,7574518106780.9,8.5192
2012-07-10,1735.92,7571608717385.5,8.5159
2012-07-09,1738.86,7563796126083,8.5071
2012-07-06,1783.53,7732943311891.9,8.6973
2012-07-05,1766.02,7733171479229.402,8.6976
2012-07-04,1788.3,7757610663930.802,8.7251
2012-07-03,1782.83,7745588456156.2,8.7116
2012-07-02,1782.18,7734992782460.602,8.6996
2012-06-29,1788.99,7754430059765.301,8.7215
2012-06-28,1760.5,7672641368555.1,8.6295
2012-06-27,1780.2,7725288617262.198,8.6887
2012-06-26,1786.01,7733405165071.9,8.6979
2012-06-25,1784.51,7739142677652.5,8.7043
2012-06-21,1817.7,7867527662657.9,8.8487
2012-06-20,1852.31,7961509128677.1,8.9544
2012-06-19,1853.28,7940397531028.5,8.9307
2012-06-18,1865.58,7971270121465.6,8.9654
2012-06-15,1859.84,7966076977366.8,8.9595
2012-06-14,1842.61,7900106854048.198,8.8853
2012-06-13,1864.56,8027391654392.998,9.0285
2012-06-12,1841.07,7991609665782.198,8.9883
2012-06-11,1861.18,8044503659898.9,9.0478
2012-06-08,1848.33,8001820444930.7,8.9997
2012-06-07,1859.98,8043293096488.602,9.0464
2012-06-06,1870.36,8107452099856.798,9.1185
2012-06-05,1874.8,8103950670809.5,9.1146
2012-06-04,1873.88,8077635449267.5,9.085
2012-06-01,1924.18,8240979808920.6,9.2687
2012-05-31,1924.75,8229725536622.398,9.2561
2012-05-30,1934.71,8276263505016.6,9.3084
2012-05-29,1941.28,8305220188330.398,9.341
2012-05-28,1917.21,8245526605296.501,9.2738
2012-05-25,1898.13,8200633187727.3,9.2234
2012-05-24,1909.56,8231097227422.4,9.2576
2012-05-23,1922.43,8254435998970.1,9.2839
2012-05-22,1929.64,8296260236206.101,9.3309
2012-05-21,1906.32,8257379870898.7,9.2872
2012-05-18,1901.47,8238006440160.1,9.2654
2012-05-17,1927.25,8340721656872.4,9.3809
2012-05-16,1896.05,8252763970518.1,9.282
2012-05-15,1923.13,8342463796608.7,9.3829
2012-05-14,1927.66,8380333579760.102,9.4255
2012-05-11,1940.45,8433880133105.602,9.4857
2012-05-10,1956.44,8480958900205.202,9.5386
2012-05-09,1956.27,8490369743241.9,9.5492
2012-05-08,1988.94,8606327084884.5,9.6796
2012-05-07,1998.2,8633593583939.7,9.7103
2012-05-04,2003.48,8654068570593.5,9.7333
2012-05-03,1992.56,8635063509018.5,9.712
2012-05-02,1991.32,8661742597167.9,9.742
2012-04-27,1957.4,8534250134605,9.7016
2012-04-26,1963.8,8555326299577.102,9.6958
2012-04-25,1967.18,8577682559267.7,9.7243
2012-04-24,1959.23,8549121227907.602,9.6976
2012-04-23,1953.35,8513433088322.7,9.6238
2012-04-20,1970.15,8574159831411.7,9.6936
2012-04-19,1945.64,8479746108091.5,9.5915
2012-04-18,1946.14,8494608515525.2,9.6083
2012-04-17,1903.32,8376660548329.9,9.4749
2012-04-16,1928.53,8435106291754.5,9.5406
2012-04-13,1932.01,8456723238369.701,9.5651
2012-04-12,1924.35,8450579277428.9,9.5581
2012-04-11,1887.12,8321735664319.602,9.4124
2012-04-10,1889.06,8324805618470.602,9.4166
2012-04-09,1870.52,8261285568091.7,9.3447
2012-04-06,1887.42,8328362453715.5,9.4206
2012-04-05,1885.71,8342747628548.5,9.4369
2012-03-30,1855.28,8303283841778.398,9.379
2012-03-29,1837.2,8221220688092.802,9.2914
2012-03-28,1858.97,8309654231587.3,9.3906
2012-03-27,1904.28,8434869477749.7,9.5321
2012-03-26,1904.34,8414458015594.5,9.4336
2012-03-23,1899.84,8400711014240.7,9.4734
2012-03-22,1918.54,8451766138609.398,9.531
2012-03-21,1918.43,8463541721289.398,9.5374
2012-03-20,1914.91,8481331340363.802,9.5516
2012-03-19,1942.95,8543868275327.5,9.6404
2012-03-16,1940.7,8559018161361.9,9.6575
2012-03-15,1915.66,8506486479864.598,9.5979
2012-03-14,1926.1,8518009285055.3,9.6117
2012-03-13,1977.46,8642735157255.3,9.7524
2012-03-12,1960.3,8576735811129.3,9.6779
2012-03-09,1972.13,8616645507053.899,9.7273
2012-03-08,1959.82,8598077977929.5,9.7063
2012-03-07,1939.27,8548932392536.6,9.6503
2012-03-06,1952.06,8596763994270.901,9.7016
2012-03-05,1984.61,8717585825815.4,9.838
2012-03-02,1994.9,8807517235144.498,9.9395
2012-03-01,1967.02,8718579309905,9.8391
2012-02-29,1966.76,8753760431893.6,9.8788
2012-02-28,1987.01,8825799412008.6,9.9601
2012-02-27,1981.89,8799762040217.2,9.9307
2012-02-24,1977.44,8771872700004.5,9.8992
2012-02-23,1949.8,8697251137033.6,9.815
2012-02-22,1947.2,8689429985550.5,9.8062
2012-02-21,1925.5,8672616981650.7,9.7872
2012-02-20,1912.32,8617868508746.699,9.7254
2012-02-17,1913.03,8596411230572.3,9.7012
2012-02-16,1912.93,8580313901869.099,9.6831
2012-02-15,1918.49,8613525466364,9.7205
2012-02-14,1903.76,8572023058489.998,9.6737
2012-02-13,1910.95,8607225844259.102,9.7134
2012-02-10,1916.95,8650934055602.398,9.7628
2012-02-09,1919.73,8677375716545.2,9.7926
2012-02-08,1922.47,8670414012567.602,9.7847
2012-02-07,1873.48,8499712227023.4,9.5921
2012-02-06,1908.01,8633058014214.498,9.7426
2012-02-03,1913.19,8662158120951.1,9.7754
2012-02-02,1902.82,8622884549656.101,9.7311
2012-02-01,1860.07,8469006150478.7,9.5574
2012-01-31,1884.04,8530407734234,9.6267
2012-01-30,1879.57,8487116613477.899,9.5779
2012-01-20,1917.02,8645781605897.701,9.7569
2012-01-19,1897.33,8594611812891.5,9.6992
2012-01-18,1865.77,8499495598334,9.5918
2012-01-17,1887.81,8600018697091,9.7053
2012-01-16,1815.14,8378436382475.6,9.4552
2012-01-13,1832.63,8442226099054.4,9.5272
2012-01-12,1852.58,8451937127246.2,9.5382
2012-01-11,1849.35,8453904399573,9.5404
2012-01-10,1860.1,8495652494693.301,9.5875
2012-01-09,1816.58,8369973983094,9.4457
2012-01-06,1763.01,8204372493203.5,9.2588
2012-01-05,1749.32,8127542552512.501,9.1721
2012-01-04,1756.59,8108676556695.499,9.1508
2011-12-30,1780.34,7248824644514.5,8.6376
2011-12-29,1763.21,7214343563976.6,8.5965
2011-12-28,1765.45,7205132451590.399,8.5855
2011-12-27,1757.32,7164399870455.101,8.537
2011-12-26,1772.68,7200692661360.3,8.5802
2011-12-23,1781.33,7235705769834.3,8.6219
2011-12-22,1768.81,7186462722404,8.5633
2011-12-21,1767.25,7177991982056.9,8.5532
2011-12-20,1783.54,7206277417234.9,8.5869
2011-12-19,1793.22,7225777819186.699,8.6101
2011-12-16,1801.08,7253182297514.002,8.6428
2011-12-15,1780.57,7172619713588.698,8.5468
2011-12-14,1805.48,7221052490841.5,8.6045
2011-12-13,1825.44,7245441937698.5,8.6335
2011-12-12,1841.9,7271045924261.602,8.664
2011-12-09,1857.01,7345278588094.398,8.7525
2011-12-08,1861.26,7348028119591.3,8.7558
2011-12-07,1864.87,7361345893787.5,8.7716
2011-12-06,1860.41,7372119195383.9,8.7845
2011-12-05,1859.56,7392852094664.3,8.8092
2011-12-02,1868.6,7367660305724.9,8.7792
2011-12-01,1892.53,7405658785841.1,8.8244
2011-11-30,1855.15,7265909467988.802,8.6579
2011-11-29,1912.6,7430479039704.2,8.854
2011-11-28,1891.35,7379934148113.301,8.7938
2011-11-25,1885.8,7363697482026.2,8.7744
2011-11-24,1897.6,7411154435200.1,8.831
2011-11-23,1897.86,7389950658836.198,8.8057
2011-11-22,1915.89,7411044437647.1,8.8309
2011-11-21,1919.17,7430387913367.502,8.8539
2011-11-18,1918.36,7453191493968.5,8.8811
2011-11-17,1951.25,7530077699658.198,8.9727
2011-11-16,1955.83,7525681795355.9,8.9675
2011-11-15,2005.94,7678118964438.9,9.1491
2011-11-14,2011.37,7711390852004.9,9.1888
2011-11-11,1974.67,7606350434606.1,9.0636
2011-11-10,1973.28,7567804601905.4,9.0177
2011-11-09,2009.19,7712115976598,9.1896
2011-11-08,1998.18,7684917547071.9,9.1572
2011-11-07,1994.44,7641928463110.602,9.106
2011-11-04,2005.99,7684240275430.8,9.1564
2011-11-03,1991.77,7612427214773.8,9.0708
2011-11-02,1995.07,7624386192440.5,9.0851
2011-11-01,1968.13,7555359770314,9.0028
2011-10-31,1964.42,7549971606261.099,8.9964
2011-10-28,1974.75,7575741359883.802,9.0585
2011-10-27,1948.89,7526239477081.5,9.184
2011-10-26,1942.75,7488281656636.6,9.1609
2011-10-25,1930.34,7466087033059,9.1202
2011-10-24,1902.14,7389343539615.1,9.0189
2011-10-21,1855.66,7260066405383.1,8.8638
2011-10-20,1860.33,7278560511949.1,8.8898
2011-10-19,1896.28,7351851121425.8,8.9793
2011-10-18,1896.44,7355622307766.5,8.9839
2011-10-17,1942.5,7434255401845.1,9.0799
2011-10-14,1938.6,7412046072519.198,9.0528
2011-10-13,1941.66,7421713874305.802,9.0646
2011-10-12,1934.89,7387657228722.699,9.023
2011-10-11,1880.59,7256150802646.101,8.8624
2011-10-10,1885.61,7195152276991.3,8.7879
2011-09-30,1896.81,7205001242938.801,8.7999
2011-09-29,1895.47,7185335060714.5,8.7759
2011-09-28,1902.58,7182944319250.5,8.773
2011-09-27,1920.14,7206715650338.9,8.802
2011-09-26,1898.76,7135427969175,8.7149
2011-09-23,1930.06,7212932925793,8.8096
2011-09-22,1935.04,7224854015026.1,8.8242
2011-09-21,1990.68,7396665712792,9.034
2011-09-20,1940.26,7273666779748.2,8.8838
2011-09-19,1925.72,7246064192327,8.8501
2011-09-16,1962.4,7346659820889.4,8.9729
2011-09-15,1959.72,7328478020535.6,8.9507
2011-09-14,1967.44,7363568445155.301,8.9936
2011-09-13,1958.66,7358450188735.8,8.9873
2011-09-09,1970.62,7411708356533.198,9.0524
2011-09-08,1965.38,7385427453452.1,9.0203
2011-09-07,1975.41,7389466492942.802,9.0252
2011-09-06,1935.97,7293079437460.998,8.9075
2011-09-05,1944.17,7287779862215,8.901
2011-09-02,1983.33,7393913771301.3,9.0306
2011-09-01,2006.3,7465146312647.1,9.1176
2011-08-31,2014.23,7489131562735.6,9.1469
2011-08-30,2008.61,7464792584336.1,9.0982
2011-08-29,2011.25,7451467226406.699,9.086
2011-08-26,2045.2,7545485785184.3,9.2034
2011-08-25,2050.92,7585136878856,9.3519
2011-08-24,1981.24,7376559664666.6,9.1827
2011-08-23,1991.47,7406129860341,9.2212
2011-08-22,1958.3,7313961290791.3,9.1058
2011-08-19,1972.74,7365107389397.701,9.292
2011-08-18,1995.58,7444133811136.9,9.4289
2011-08-17,2022.45,7503358912124.398,9.5045
2011-08-16,2022.26,7498897447491.1,9.4962
2011-08-15,2030.27,7541059713191.2,9.5511
2011-08-12,2002.44,7461519495997.602,9.4501
2011-08-11,1997.87,7451717233119.3,9.4475
2011-08-10,1968.78,7393151284231.202,9.3732
2011-08-09,1951.83,7338097974474.6,9.3025
2011-08-08,1949.24,7325709484993.4,9.2893
2011-08-05,2024.94,7536591716006.602,9.5567
2011-08-04,2070.77,7694321832026.3,9.7567
2011-08-03,2069.05,7697868122749.8,9.7612
2011-08-02,2071.7,7721594169669.8,9.7913
2011-08-01,2090.37,7810406941208.1,9.9042
2011-07-29,2086.92,7831684885744.398,9.9312
2011-07-28,2081.45,7803395280232.2,9.8953
2011-07-27,2093.78,7849166930297.7,9.9534
2011-07-26,2083.15,7829099572325.602,9.9279
2011-07-25,2079.76,7779651585611.7,9.8652
2011-07-22,2145.23,7945392915125.4,10.0754
2011-07-21,2143.99,7964937791155.6,10.1002
2011-07-20,2166.6,8015584145093.9,10.1644
2011-07-19,2166.86,8015430916219.5,10.1642
2011-07-18,2185.36,8045596633255.198,10.2025
2011-07-15,2193.12,8080284893948.8,10.2464
2011-07-14,2186.42,8068802261999.5,10.2319
2011-07-13,2177.41,8035392028522.1,10.1895
2011-07-12,2149.24,7953679186149.7,10.0859
2011-07-11,2190.86,8065423027438.9,10.2276
2011-07-08,2190.97,8072037587002.802,10.236
2011-07-07,2188.61,8066392388614.5,10.2288
2011-07-06,2198.78,8127650096235.5,10.3065
2011-07-05,2207.19,8149556116199.602,10.3343
2011-07-04,2209.92,8172231654978.398,10.363
2011-07-01,2164.04,8071121157175.2,10.2348
2011-06-30,2163.74,8114503663992.699,10.2898
2011-06-29,2140.54,8064814272418.198,10.2268
2011-06-28,2174.15,8131289990989.802,10.3111
2011-06-27,2174.04,8149815262998.4,10.3346
2011-06-24,2173.65,8147098448355.4,10.3312
2011-06-23,2121.69,8047093406390.1,10.2044
2011-06-22,2097.43,7964379698364.6,10.0995
2011-06-21,2102.31,7929650014088.1,10.0554
2011-06-20,2077.04,7885478860072.198,9.9994
2011-06-17,2088.73,7947362668001.3,10.0779
2011-06-16,2098.27,7926145755232.2,10.051
2011-06-15,2139.82,8012888154247.6,10.161
2011-06-14,2159.08,8091913546683.7,10.2612
2011-06-13,2139.65,8076413518507.3,10.2415
2011-06-10,2146.55,8058836191367.4,10.2192
2011-06-09,2136.68,8078798631397.5,10.2446
2011-06-08,2170.62,8143906506718.2,10.3271
2011-06-07,2173.22,8147457271078,10.3316
2011-06-03,2164.82,8096635910427.1,10.2672
2011-06-02,2150.97,8066892772316.9,10.2295
2011-06-01,2184.32,8201109927522.101,10.3997
2011-05-31,2191.4,8263440819663.6,10.4787
2011-05-30,2161.76,8213520534776.7,10.4154
2011-05-27,2163.22,8133796081441.7,10.3143
2011-05-26,2166.31,8135907692459.6,10.317
2011-05-25,2162.4,8095133837870.6,10.2653
2011-05-24,2185.56,8141468501141.798,10.324
2011-05-23,2190.01,8200344483977.802,10.3987
2011-05-20,2263.66,8396083209570.002,10.6469
2011-05-19,2266.03,8401858433616,10.6542
2011-05-18,2281.85,8412394818046.398,10.6676
2011-05-17,2263.94,8353597019127.2,10.593
2011-05-16,2251.94,8352630599475.8,10.5918
2011-05-13,2277.49,8435190586304.8,10.6965
2011-05-12,2256.96,8355572938867.998,10.5955
2011-05-11,2283.06,8451078475541.701,10.7166
2011-05-10,2297.91,8487127180408.1,10.7623
2011-05-09,2280.91,8451788022358.9,10.7175
2011-05-06,2275.71,8463001427102.002,10.7318
2011-05-05,2286.21,8546435631838.602,10.8376
2011-05-04,2284.3,8498589583881.1,10.7769
2011-05-03,2337.63,8648192713542.2,10.9666
2011-04-29,2323.86,8619019858597.198,10.9291
2011-04-28,2304.49,8590576459029.602,11.4917
2011-04-27,2328.51,8591071287467.899,11.5655
2011-04-26,2331.21,8570877421240,11.537
2011-04-25,2345.13,8582927984309.9,11.5521
2011-04-22,2388.44,8683941499809.6,11.6969
2011-04-21,2404.16,8748571018262.9,11.7825
2011-04-20,2382.47,8709586835369.602,11.7308
2011-04-19,2384.69,8711912071569.9,11.7174
2011-04-18,2439.85,8891302101671.799,11.9612
2011-04-15,2432.66,8851493456766.8,11.9086
2011-04-14,2424.62,8799399320580.2,11.8395
2011-04-13,2428.18,8796737463082.299,11.836
2011-04-12,2410.03,8754481745132.598,11.7762
2011-04-11,2402.87,8751573849131.5,11.7719
2011-04-08,2412.92,8748368591288.1,11.8374
2011-04-07,2398.46,8721870708585.3,11.8079
2011-04-06,2400.33,8725154891294.101,11.8123
2011-04-01,2359.21,8591262753237.602,11.6311
2011-03-31,2323.98,8508593437635.3,11.5191
2011-03-30,2337.5,8576932991067.698,11.8014
2011-03-29,2340.46,8545962272255.4,11.7626
2011-03-28,2350.48,8590546858581.4,11.8274
2011-03-25,2346.16,8565836460220.1,11.9056
2011-03-24,2317.4,8486823499860.9,11.9018
2011-03-23,2322.76,8457558659322.898,11.8593
2011-03-22,2298.25,8396040486899.398,11.7731
2011-03-21,2285.58,8363840846053.2,11.7338
2011-03-18,2290.24,8300171958509.1,11.6464
2011-03-17,2285.47,8323481558150.5,11.9806
2011-03-16,2311.48,8344233704842.198,12.0122
2011-03-15,2281.09,8285886486487.7,11.9282
2011-03-14,2318.88,8373878244054.798,12.0549
