﻿时间,收盘点位,市值,PE-TTM(加权平均值)
2011-03-11,2311.54,8409280061731.2,12.1053
2011-03-10,2333.5,8483433314474.1,12.212
2011-03-09,2379.6,8606466630762.1,12.3883
2011-03-08,2387.51,8608482886471.3,12.3913
2011-03-07,2385.01,8606892935396.802,12.3908
2011-03-04,2332.32,8465628454944.1,12.1874
2011-03-03,2293.09,8368684255555.7,12.0479
2011-03-02,2294.35,8311034424236.398,11.9649
2011-03-01,2304.89,8304747429055.3,11.9558
2011-02-28,2292.93,8264373106097.3,11.8977
2011-02-25,2273.35,8261337721262.802,11.8921
2011-02-24,2264.78,8261775588198.5,11.8927
2011-02-23,2251.14,8233121951783.1,11.853
2011-02-22,2246.39,8269718113725.5,11.9057
2011-02-21,2306.12,8432403463262.4,12.1399
2011-02-18,2272.95,8379901447839.7,12.0643
2011-02-17,2298.45,8439733493950.8,12.1504
2011-02-16,2301.68,8446744146699.1,12.1605
2011-02-15,2280.6,8428205879100.2,12.1338
2011-02-14,2285.9,8433866092608.3,12.142
2011-02-11,2205.43,8245452621828.3,11.8707
2011-02-10,2204.34,8249188771914.7,11.8761
2011-02-09,2167.78,8176199253652.3,11.771
2011-02-01,2196.31,8265013841164.7,11.8989
2011-01-31,2190.83,8204678754193.802,11.812
2011-01-28,2168.48,8095341460131.5,11.6546
2011-01-27,2168.65,8137865158014,11.7158
2011-01-26,2135.51,8046526425475.5,11.5843
2011-01-25,2119.49,8014295227258.101,11.5379
2011-01-24,2123.04,8040315519948.5,11.5754
2011-01-21,2139.7,8041966250926.3,11.5778
2011-01-20,2110.72,7929157329140.2,11.4154
2011-01-19,2172.56,8129313484777.1,11.7035
2011-01-18,2137.85,8059576300245.6,11.6031
2011-01-17,2137.48,8062566269767.202,11.6074
2011-01-14,2198.05,8237856927847.4,11.8598
2011-01-13,2230.38,8266991484418.2,11.9017
2011-01-12,2227.25,8191000358590.2,11.7923
2011-01-11,2217.23,8163195901370.1,11.7523
2011-01-10,2193.43,8076712816144,11.6278
2011-01-07,2223.27,8137061095605.5,11.7147
2011-01-06,2209.2,8018277133595.7,11.5437
2011-01-05,2219.24,8076014187238.8,11.6268
2011-01-04,2224.39,8140174056321.4,11.7192
2010-12-31,2183.66,5662124047620.1,10.217
2010-12-30,2154.34,5623219722398.4,10.1468
2010-12-29,2151.08,5583021990276.301,10.0743
2010-12-28,2148.91,5566945016208.6,10.0453
2010-12-27,2186.57,5646328073555.2,10.1885
2010-12-24,2220.5,5705134196619.698,10.2947
2010-12-23,2231.62,5718329371934.8,10.3185
2010-12-22,2238.07,5720623988001.399,10.3226
2010-12-21,2259.12,5758960212109.801,10.3918
2010-12-20,2213.38,5684761449572.9,10.2579
2010-12-17,2243.86,5743918347367.201,10.3646
2010-12-16,2248.25,5761998450971.7,10.3973
2010-12-15,2254.56,5781249615543.6,10.432
2010-12-14,2262.67,5812746303656.301,10.4888
2010-12-13,2260.53,5817001881408.601,10.4754
2010-12-10,2197.74,5712976944660.801,10.2881
2010-12-09,2174.52,5673831679706.201,10.2176
2010-12-08,2203.25,5735379247681.499,10.3284
2010-12-07,2229.43,5804548630823.399,10.453
2010-12-06,2221.23,5815014592553.5,10.4718
2010-12-03,2212.74,5791709967293.1,10.4299
2010-12-02,2219.26,5815281333351.8,10.4723
2010-12-01,2202.15,5723033412224,10.3062
2010-11-30,2191.74,5668237463953.5,10.2075
2010-11-29,2225.58,5757491415190.3,10.3683
2010-11-26,2238.75,5777109029915.2,10.4036
2010-11-25,2255.9,5834606704826,10.5071
2010-11-24,2229.4,5798934646911.499,10.4429
2010-11-23,2217.86,5867247048198.6,10.5659
2010-11-22,2250.27,5924107751134.5,10.6683
2010-11-19,2271.26,5982835129108.2,10.7741
2010-11-18,2255.19,5979217297861.5,10.7675
2010-11-17,2235.99,5950906016062.4,10.7166
2010-11-16,2270.97,6002512820069.699,10.8095
2010-11-15,2367.73,6207479023475.801,11.1786
2010-11-12,2352.5,6072339065893.5,10.9352
2010-11-11,2479.99,6258723992021.801,11.2709
2010-11-10,2461.65,6134593953760.001,11.0473
2010-11-09,2486,6175523266940.301,11.1211
2010-11-08,2505.51,6209702946264.6,11.1826
2010-11-05,2480.47,6193257166564.2,11.153
2010-11-04,2452.98,6096328898249.999,10.9784
2010-11-03,2420.32,6033492028469.5,10.8653
2010-11-02,2438.89,5987153550651.2,10.7818
2010-11-01,2445.35,5985707708891.199,10.7792
2010-10-29,2381.8,5857248232156.201,10.718
2010-10-28,2417.03,5944756464381.5,11.2368
2010-10-27,2418.42,5932628895828.101,11.3046
2010-10-26,2433.82,5962899348654,11.3751
2010-10-25,2449.89,6032625115611.2,11.5137
2010-10-22,2400.56,5939428947305.1,11.3358
2010-10-21,2403.12,5970973924527.8,11.3961
2010-10-20,2426.51,6049268561574.199,11.5455
2010-10-19,2429.14,6095371860500.899,11.6102
2010-10-18,2389.46,6065143622381.999,11.5526
2010-10-15,2392.98,6066252890263.801,11.5547
2010-10-14,2298.89,5776292330139.699,11.0024
2010-10-13,2275.28,5669970625578.6,10.8003
2010-10-12,2250.15,5625230908948,10.7151
2010-10-11,2230.67,5590143283758.399,10.6482
2010-10-08,2168.04,5463476343503,10.4069
2010-09-30,2100.63,5346635846590.7,10.1844
2010-09-29,2067.33,5288998118983.399,10.0746
2010-09-28,2061.37,5260169931751.399,10.0197
2010-09-27,2081.33,5286022853149.201,10.0694
2010-09-21,2063.32,5254652934766.601,10.0097
2010-09-20,2058.55,5232308355342.8,9.9671
2010-09-17,2062.78,5234589643202.101,9.9714
2010-09-16,2063.79,5242160898734.3,9.9859
2010-09-15,2111.37,5348075760714.2,10.1876
2010-09-14,2140.1,5383201057552.5,10.2545
2010-09-13,2141.41,5405660875971.499,10.2973
2010-09-10,2135.05,5392124322054.1,10.2715
2010-09-09,2134.56,5395482778436.001,10.2779
2010-09-08,2170.82,5461892858455,10.4044
2010-09-07,2177.38,5500440300347.3,10.4779
2010-09-06,2174.53,5507547316373.001,10.4914
2010-09-03,2133.73,5419517935289.2,10.3237
2010-09-02,2141.34,5432745393518.2,10.3489
2010-09-01,2121.58,5390455789308.6,10.2684
2010-08-31,2129.6,5397838247407.299,10.2824
2010-08-30,2143.75,5451220826761.701,10.4081
2010-08-27,2114.95,5410850626461,10.403
2010-08-26,2109.31,5416015636018.1,10.729
2010-08-25,2098.855,5388226826027.5,10.675
2010-08-24,2153.688,5502466226484.699,10.9043
2010-08-23,2146.405,5505289081713.101,10.9324
2010-08-20,2156.288,5533227355917.8,11.0798
2010-08-19,2189.023,5583768956393.5,11.2412
2010-08-18,2175.953,5527766890313.8,11.1285
2010-08-17,2184.996,5549040516674.3,11.1787
2010-08-16,2182.335,5562708236450.6,11.2072
2010-08-13,2135.607,5465295374515.4,11.0166
2010-08-12,2112.439,5427275924492.2,10.94
2010-08-11,2135.914,5487829041731.7,11.0628
2010-08-10,2131.731,5480120360255.601,11.0398
2010-08-09,2187.71,5602326828013.4,11.3047
2010-08-06,2183.231,5618191302304.101,11.3407
2010-08-05,2146.886,5555196719940.801,11.2171
2010-08-04,2175.241,5639121725354,11.3869
2010-08-03,2169.469,5644864771701.2,11.3985
2010-08-02,2208.252,5744833664712.3,11.6004
2010-07-30,2172.312,5677513244265.399,11.4644
2010-07-29,2183.042,5712007166598.899,11.5343
2010-07-28,2168.407,5689114400929.3,11.488
2010-07-27,2118.386,5580257628541.1,11.2682
2010-07-26,2131.575,5601153652937.199,11.3104
2010-07-23,2121.215,5592776953360.401,11.2935
2010-07-22,2117.074,5560165357889.4,11.2277
2010-07-21,2097.058,5509367466632.7,11.1251
2010-07-20,2092.155,5506816722690.2,11.1199
2010-07-19,2049.634,5412690686729.9,10.9299
2010-07-16,2002.325,5301121702226.899,10.7046
2010-07-15,1994.983,5320785738557.6,10.7443
2010-07-14,2037.771,5428482094981.899,10.9618
2010-07-13,2020.437,5388448524664.299,10.8809
2010-07-12,2052.37,5473971613438.7,11.0536
2010-07-09,2021.851,5397872793780.4,10.8999
2010-07-08,1970.061,5291323968883.7,10.6848
2010-07-07,1977.33,5343423857714.601,10.79
2010-07-06,1972.522,5344682436153.2,10.7925
2010-07-05,1936.181,5228717148221.4,10.5584
2010-07-02,1950.504,5246138626733.5,10.5935
2010-07-01,1942.972,5212291674254.7,10.5252
2010-06-30,1969.308,5238711540379.8,10.5785
2010-06-29,1993.122,5315870154041.9,10.7344
2010-06-28,2079.812,5499313283370.4,11.1048
2010-06-25,2088.879,5517780448186.1,11.1421
2010-06-24,2101.667,5529943589881.6,11.1666
2010-06-23,2104.609,5528244345953.299,11.1632
2010-06-22,2120.575,5565009495711.899,11.2374
2010-06-21,2117.438,5557394142167.5,11.2221
2010-06-18,2070.177,5406000567833.9,10.9164
2010-06-17,2095.671,5468156370928.9,11.0419
2010-06-11,2109.678,5464302171050.6,11.0341
2010-06-10,2099.425,5435011005990.6,10.9749
2010-06-09,2120.516,5510928366125.698,11.1282
2010-06-08,2064.285,5336278820473.3,10.7756
2010-06-07,2067.23,5390802496308.9,10.8857
2010-06-04,2106.287,5517804116320.6,11.1421
2010-06-03,2111.266,5576586128572.701,11.2608
2010-06-02,2121.924,5606972121754.201,11.3222
2010-06-01,2118.073,5664133229228.6,11.4376
2010-05-31,2143.008,5707695544871.6,11.5256
2010-05-28,2199.497,5782423463266.398,11.6765
2010-05-27,2206.094,5784223382529.7,11.6801
2010-05-26,2175.041,5789795835860.301,11.6914
2010-05-25,2177.647,5786930643755.4,11.6856
2010-05-24,2231.368,5915730374814.6,11.9457
2010-05-21,2161.051,5781986375846.1,11.6756
2010-05-20,2137.924,5723547230210.4,11.5576
2010-05-19,2159.668,5750244713060.4,11.6115
2010-05-18,2170.786,5771053721291,11.6535
2010-05-17,2136.331,5732047335264.199,11.5747
2010-05-14,2236.85,5949825067669.201,12.0145
2010-05-13,2250.128,5999384518157.5,12.1146
2010-05-12,2206.513,5913503611128.6,11.9412
2010-05-11,2177.007,5812701437068.501,11.7376
2010-05-10,2208.932,5880668693575.6,11.8749
2010-05-07,2192.236,5828149902404.499,11.7688
2010-05-06,2240.776,5899096291910.1,11.9121
2010-05-05,2349.882,6098859227200.6,12.3305
2010-05-04,2334.995,6094475913669.001,12.3216
2010-04-30,2362.998,6163746286737.101,12.4617
2010-04-29,2352.516,6097327190681.201,12.8768
2010-04-28,2371.284,6084342780128.7,12.975
2010-04-27,2372.176,6065402418980.1,13.1581
2010-04-26,2416.768,6152411344097.4,13.4198
2010-04-23,2434.345,6185435792172.701,13.5344
2010-04-22,2450.449,6221208347905.1,13.6397
2010-04-21,2492.419,6343936891953.8,13.9132
2010-04-20,2451.918,6283414273356.5,13.8077
2010-04-19,2455.403,6323855694008.799,13.8846
2010-04-16,2585.584,6632533255419.1,14.5649
2010-04-15,2615.932,6715601675270.801,14.7513
2010-04-14,2616.373,6706156517439.3,14.7306
2010-04-13,2613.252,6738293725940,14.8011
2010-04-12,2575.695,6640174125619.801,14.5856
2010-04-09,2602.351,6721118637207.699,14.7636
2010-04-08,2587.182,6697385737403.5,14.7125
2010-04-07,2620.09,6758104807729.1,14.8459
2010-04-06,2635.488,6792177405512.5,14.9175
2010-04-02,2625.802,6795152612422.4,14.9264
2010-04-01,2614.53,6787414040794.399,14.9122
2010-03-31,2583.728,6727647514634.1,15.0522
2010-03-30,2602.73,6804228083103.3,15.3002
2010-03-29,2601.287,6797372247088.801,15.2992
2010-03-26,2540.474,6640904350760.199,15.3597
2010-03-25,2504.949,6548998326535.6,15.573
2010-03-24,2530.279,6604429339940.3,15.7122
2010-03-23,2530.817,6580707707490.4,16.2949
2010-03-22,2546.185,6613330964050.399,16.468
2010-03-19,2539.145,6600712936495.1,16.4393
2010-03-18,2523.312,6569894780462,16.3626
2010-03-17,2530.858,6599164169018.501,16.4415
2010-03-16,2489.627,6515503747273.801,16.2312
2010-03-15,2482.21,6493349933361.5,16.1697
2010-03-12,2516.257,6565875863571.6,16.4046
2010-03-11,2551.102,6636534487112.1,16.5812
2010-03-10,2545.978,6595641143339.299,16.479
2010-03-09,2560.494,6621959111696.101,16.5448
2010-03-08,2546.48,6576768127658.899,16.4319
2010-03-05,2522.244,6548152596778.4,16.3604
2010-03-04,2517.644,6544811953735.399,16.3882
2010-03-03,2574.322,6658507436887.5,16.6729
2010-03-02,2558.529,6630640220745.1,16.6031
2010-03-01,2572.387,6657476979823.499,16.6703
2010-02-26,2540.479,6589070899961.301,16.499
2010-02-25,2555.031,6620420769038.4,16.5775
2010-02-24,2527.359,6545331079737.799,16.3895
2010-02-23,2493.975,6492089556904.5,16.2562
2010-02-22,2509.519,6551568176117.199,16.4051
2010-02-12,2524.932,6598690270766.601,16.5231
2010-02-11,2494.758,6524136102375,16.3364
2010-02-10,2489.753,6509702972008.5,16.3056
2010-02-09,2465.329,6458737828629.7,16.178
2010-02-08,2448.396,6438226809895.6,16.1211
2010-02-05,2452.154,6456616994428.399,16.1672
2010-02-04,2502.126,6566012707087.8,16.4411
2010-02-03,2517.09,6619114830336.101,16.5741
2010-02-02,2449.499,6459057336574.7,16.1733
2010-02-01,2452.028,6449940525078,16.1505
2010-01-29,2494.004,6551475965491.4,16.4047
2010-01-28,2501.314,6566537325241,16.4424
2010-01-27,2510.907,6592724731676.4,16.508
2010-01-26,2550.541,6713339191812.699,16.81
2010-01-25,2603.15,6815308951478.6,17.0653
2010-01-22,2651.05,6903256378758,17.2856
2010-01-21,2658.09,6865750649317.101,17.1916
2010-01-20,2644.795,6802161074313.1,17.0324
2010-01-19,2734.998,7008483737443.199,17.549
2010-01-18,2729.328,6996220265659.899,17.5183
2010-01-15,2715.044,6987064438292.999,17.4954
2010-01-14,2710.165,6979769196614.399,17.4771
2010-01-13,2676.159,6936023768804.4,17.3676
2010-01-12,2779.87,7239593244486.1,18.1277
2010-01-11,2737.008,7153826670435.6,17.913
2010-01-08,2730.015,7100599129493.301,17.7797
2010-01-07,2726.518,7092282583210,17.7589
2010-01-06,2796.776,7255823577460.302,18.1684
2010-01-05,2814.05,7342790850904.299,18.3861
2010-01-04,2777.194,7262342317687.398,18.1847
2009-12-31,2814.215,2688355709122.6,32.2639
2009-12-30,2810.87,2692386474672.9995,32.3123
2009-12-29,2774.762,2638119290733.9995,31.661
2009-12-28,2771.717,2623556962834.6997,31.4862
2009-12-25,2720.307,2578453938193.1997,30.9449
2009-12-24,2731.98,2588200122713.899,31.0619
2009-12-23,2646.83,2519681282672.5005,30.2396
2009-12-22,2624.21,2499088510459.7,29.9925
2009-12-21,2690.79,2531925358864.7,30.3865
2009-12-18,2689.45,2529369189034.3003,30.3559
2009-12-17,2735.79,2547440181411.9995,30.5727
2009-12-16,2811.04,2621207583999.9,31.458
2009-12-15,2835.41,2658281185378.5,31.903
2009-12-14,2840.64,2665438153426.3003,31.9889
2009-12-11,2809.52,2565665605882.9,30.7915
2009-12-10,2817.1,2582759629050.4995,30.9966
2009-12-09,2811.88,2590103495907.0996,31.0848
2009-12-08,2850.61,2597782963139.601,31.1769
2009-12-07,2880.03,2611604208121.9,31.3428
2009-12-04,2858.14,2601253123198.8003,31.2186
2009-12-03,2839.3,2530817902340.0005,30.3732
2009-12-02,2819.42,2529353055522.601,30.3557
2009-12-01,2799.63,2515971997874.6997,30.1951
2009-11-30,2745,2484014524485.201,29.8115
2009-11-27,2648.97,2408399562513.7,28.9041
2009-11-26,2726.94,2446501786550.101,29.3613
2009-11-25,2848.01,2546214224811.801,30.558
2009-11-24,2762.55,2485401192353.399,29.8282
2009-11-23,2840.5,2565784759836.201,30.7929
2009-11-20,2804.91,2539237983901.6997,30.4743
2009-11-19,2818.45,2565196163484.5996,30.7858
2009-11-18,2795.78,2550654620875.3,30.6113
2009-11-17,2783.33,2514775505026.8003,30.1807
2009-11-16,2783.74,2508007808850.9004,30.0995
2009-11-13,2703.44,2438942561157.1997,29.2706
2009-11-12,2703.83,2439956557384,29.2828
2009-11-11,2690.48,2437079010532.3,29.2483
2009-11-10,2702.19,2453121361871.1,29.4408
2009-11-09,2706.99,2461433377272.1,29.5405
2009-11-06,2685.9,2448665287900.4995,29.3873
2009-11-05,2664.64,2438676939133.9995,29.2674
2009-11-04,2634.99,2404952856470.9004,28.8627
2009-11-03,2616.79,2390555774892.1997,28.6899
2009-11-02,2577.01,2350919923135.8003,28.2142
2009-10-30,2508.99,2300384505433.7,28.5185
2009-10-29,2487.65,2260746028735.3003,31.1855
2009-10-28,2541.25,2304457752988.6997,32.9661
2009-10-27,2523.35,2291923751192.2,32.7494
2009-10-26,2601.99,2369249579944.699,34.032
2009-10-23,2590.76,2367617765948.499,33.1927
2009-10-22,2544.45,2323863226979.1,32.0178
2009-10-21,2568.02,2351215031758.699,32.4217
2009-10-20,2580.16,2364282748481.701,34.9438
2009-10-19,2557.8,2336970814807.3003,34.4979
2009-10-16,2493.37,2289709232938,33.8003
2009-10-15,2489.38,2300753459210.3003,33.9633
2009-10-14,2475.42,2290986772080.6,33.8192
2009-10-13,2448.93,2261484582028.5,33.3837
2009-10-12,2401.21,2222704646731.4,32.9085
2009-10-09,2406.73,2241347930197.9995,33.1845
2009-09-30,2290.94,2142294030371.7,31.7179
2009-09-29,2271.43,2130061556170.7,31.5368
2009-09-28,2277.77,2125230891308.5005,31.4653
2009-09-25,2347.34,2176320151661.6,32.2217
2009-09-24,2372.9,2187064774297.3003,32.3808
2009-09-23,2373.88,2182196224581.2,32.3057
2009-09-22,2429.59,2217980321758,32.8354
2009-09-21,2501.24,2287998556064.9,33.872
2009-09-18,2497.96,2300203168106.601,34.0527
2009-09-17,2584.41,2378110889616.199,35.206
2009-09-16,2536.04,2323758126554.5,34.4014
2009-09-15,2578.06,2368432357426.6,35.0628
2009-09-14,2567.55,2364169494897.1997,34.9996
2009-09-11,2522.5,2331962350641.4004,34.5228
2009-09-10,2481.82,2283864217625.3,33.8108
2009-09-09,2517.11,2321560487650.601,34.3689
2009-09-08,2479.27,2293372638308.7,33.9516
2009-09-07,2428.98,2257808814609.999,33.4251
2009-09-04,2425.72,2250274201521.8003,33.3135
2009-09-03,2405.83,2248206743245.6,33.2829
2009-09-02,2272.59,2130938795674.7,31.5469
2009-09-01,2244.89,2115905147854.6003,31.3243
2009-08-31,2245.18,2097807695073.1,31.0564
2009-08-28,2442.98,2302513181154.9,31.6804
2009-08-27,2536.72,2404744658346.6997,32.3022
2009-08-26,2545.98,2439701142453.3003,31.811
2009-08-25,2495.48,2400916085318.5996,31.1309
2009-08-24,2568.95,2446154012704.801,31.7151
2009-08-21,2542.26,2411500611062.3,41.5082
2009-08-20,2475.3,2370280040669.9004,39.958
2009-08-19,2384.78,2291714225404.6997,38.1287
2009-08-18,2531.58,2374352147517.3003,38.5808
2009-08-17,2468.08,2303507352146.3003,37.1488
2009-08-14,2651.21,2458755885613.5,39.812
2009-08-13,2735.54,2514691503013.4004,40.7177
2009-08-12,2716.88,2510503240776.701,40.6499
2009-08-11,2868.02,2648023450506.1997,44.1353
2009-08-10,2855.85,2610506546309.0005,43.51
2009-08-07,2834.25,2618990249642.6,43.4804
2009-08-06,2951.65,2728419381475.299,45.008
2009-08-05,3051.11,2818950125706.201,46.5014
2009-08-04,3094.03,2895126644084.0996,47.758
2009-08-03,3053.5,2845347265677.3003,46.7734
2009-07-31,2946.41,2738808810119.9004,44.477
2009-07-30,2851.47,2667184086770.7,43.3138
2009-07-29,2802.94,2640418349888.101,42.8792
2009-07-28,2936.55,2717595655455.101,44.1325
2009-07-27,2886.46,2687094430563.4995,43.6372
2009-07-24,2817.69,2648046907402.4995,43.003
2009-07-23,2805.75,2608179767613.1,42.3556
2009-07-22,2782.67,2564826081138.4,41.6298
2009-07-21,2709.33,2433778973835.3003,39.4929
2009-07-20,2756.99,2445026412565,39.6755
2009-07-17,2693.46,2383781854192.801,38.6816
2009-07-16,2676.25,2393055476206.801,38.8321
2009-07-15,2692.86,2421138576327.5996,39.2878
2009-07-14,2625.09,2377066280034.6997,38.5727
2009-07-13,2543.72,2321336737854.601,37.6683
2009-07-10,2570.45,2340221895211.3,37.9748
2009-07-09,2581.95,2360583218678,38.3052
2009-07-08,2526.78,2297392805417.1997,37.2798
2009-07-07,2511.9,2308070693464.601,37.4531
2009-07-06,2515.79,2310777150487.399,37.497
2009-07-03,2440.42,2234521353924.101,36.2596
2009-07-02,2409.62,2196809396514.1997,35.6476
2009-07-01,2387.14,2153582222139.4004,34.9462
2009-06-30,2349.86,2126484012419.8003,34.5065
2009-06-29,2379.56,2140653643508.101,34.7364
2009-06-26,2350.05,2112708550989.8003,34.2829
2009-06-25,2357.17,2126799302151,34.5116
2009-06-24,2361.29,2126287486242.601,34.5033
2009-06-23,2312.01,2081201352150.4,33.7717
2009-06-22,2298.65,2086829998711.1003,33.863
2009-06-19,2293.81,2071846219745.5005,33.6199
2009-06-18,2278.8,2063643117015.3,33.4867
2009-06-17,2259.41,2030234630064.2,32.9446
2009-06-16,2227.39,2004551729530.3,32.5279
2009-06-15,2226.81,2005877506115.6997,32.5494
2009-06-12,2208.05,1995590989730.8,32.3825
2009-06-11,2261.37,2036328180651.2,33.0435
2009-06-10,2287.2,2054890879556.1,33.3447
2009-06-09,2250.96,2025232931239.3,32.8635
2009-06-08,2251.2,2026956670270.4995,32.8914
2009-06-05,2260.05,2039710925747.101,33.0984
2009-06-04,2287.29,2067849931775.1,33.555
2009-06-03,2264.69,2047705976323.1,33.2281
2009-06-02,2228.29,2030606880837,32.9507
2009-06-01,2217.74,2040067739429.6997,33.1042
2009-05-27,2161.96,2001411100995.2,32.4769
2009-05-26,2146.79,1972660862238.1,32.0104
2009-05-25,2167.05,1995766508042.2,32.3853
2009-05-22,2169.46,1994502195933.0996,32.3648
2009-05-21,2175.31,1996217985802.599,32.3926
2009-05-20,2218.04,2030822590546.3003,32.9542
2009-05-19,2239.1,2058379347451.9,33.4013
2009-05-18,2222.09,2044332575660.5,33.1734
2009-05-15,2207.1,2047383899513.5996,33.2229
2009-05-14,2211.42,2051561106160.3,33.2907
2009-05-13,2221.96,2074930333496.3997,33.6699
2009-05-12,2209.02,2042759287564.8003,33.1479
2009-05-11,2150.12,2002175961275.6003,32.4893
2009-05-08,2199.96,2028681308682.3,32.9194
2009-05-07,2191,1989091478946.5,32.277
2009-05-06,2197.72,1998422976857.5,32.4284
2009-05-05,2164.76,1981138011079.4,32.1479
2009-05-04,2147.82,1974020966572.6997,32.0324
2009-04-30,2064.48,1901197191335.2996,30.8507
2009-04-29,2055.87,1892190789093.8003,30.4168
2009-04-28,2001.02,1840113931850.3,28.1689
2009-04-27,1989.28,1853413160768.2,26.5907
2009-04-24,2056.76,1886437042314.7004,25.991
2009-04-23,2083.28,1906436240608.6003,25.4325
2009-04-22,2066.22,1891551219179.4,25.1819
2009-04-21,2148.96,1969680969988.7996,26.285
2009-04-20,2164.37,1972907977222.1003,26.152
2009-04-17,2121.51,1915597200449.3003,23.8626
2009-04-16,2151.64,1939536139151.6003,24.0839
2009-04-15,2142.56,1942058022084.5,22.8991
2009-04-14,2126,1921556700860.2004,22.6096
2009-04-13,2104.96,1899884247632.1,22.3546
2009-04-10,2034.14,1823262184606.3,21.4034
2009-04-09,1990.51,1791366449108.9,21.031
2009-04-08,1963.9,1770722379093.9995,20.7886
2009-04-07,2042.08,1842331034047.399,21.6293
2009-04-03,2038.36,1832532351797.5,21.5011
2009-04-02,2048.72,1836900956849.3003,21.5065
2009-04-01,2029.44,1820234966910.3997,21.3114
2009-03-31,1985.27,1791595714006.7,20.3557
2009-03-30,1989.77,1799794108517.6,19.9797
2009-03-27,2008.55,1819462018266.9,19.3598
2009-03-26,1978.18,1800410061193.2,19.0402
2009-03-25,1919.64,1750830151463.0996,18.5158
2009-03-24,1979.19,1790998439157.2998,18.9098
2009-03-23,1960.07,1774200918884.4006,18.6943
2009-03-20,1917.64,1747806692583,18.3962
2009-03-19,1911.65,1730906748759.4,18.2183
2009-03-18,1871.55,1698026851206.2998,17.8648
2009-03-17,1852.92,1688616916929.4995,17.6693
2009-03-16,1789.69,1633228079795.6,17.0897
2009-03-13,1769.09,1623048451516,16.9832
2009-03-12,1786.59,1634201953518.3,17.0999
2009-03-11,1795.38,1642130058787.4,17.1576
2009-03-10,1809.76,1656827986083.8,17.3091
2009-03-09,1779.93,1629839874358.3,16.8407
2009-03-06,1849.97,1698019181358.3994,17.5452
2009-03-05,1871.26,1710794140752.8,17.6772
2009-03-04,1852.19,1688178269280.8,17.4435
2009-03-03,1746.48,1595890200801.7,16.48
2009-03-02,1741.69,1609191949633,16.6174
2009-02-27,1722.75,1605506576460.8997,16.4073
2009-02-26,1784.12,1631299392343.8997,16.6393
2009-02-25,1881.24,1675746828988.1,17.0926
2009-02-24,1882.33,1681324144045.9995,17.1495
2009-02-23,1974.33,1777243321350.2002,18.1279
2009-02-20,1929.94,1749822179853.2,17.8482
2009-02-19,1882.98,1720743847423.2002,17.5516
2009-02-18,1846.06,1695919100725.3,17.2984
2009-02-17,1947.78,1795265368507.2004,18.3117
2009-02-16,2016.54,1845864066623.3,18.8278
2009-02-13,1942.66,1778478579030.7993,18.1405
2009-02-12,1881.26,1715917022726.6,17.5024
2009-02-11,1892.63,1737718618592.5996,17.7248
2009-02-10,1888.12,1742064774783.7998,17.7691
2009-02-09,1863.9,1710237969717.4,17.4445
2009-02-06,1813.92,1680506019102,17.1412
2009-02-05,1741.87,1609653461945.7996,16.4185
2009-02-04,1747.81,1611749096077.5002,16.4399
2009-02-03,1702.58,1572680444051.2,16.0414
2009-02-02,1659.92,1540069994694.6,15.7087
2009-01-23,1636.93,1532368920178.9,15.6302
2009-01-22,1636.31,1528950304138.8997,15.5953
2009-01-21,1618.59,1508268095574.5,15.3844
2009-01-20,1633.51,1528115430573.2998,15.5868
2009-01-19,1622.99,1515296469479.5996,15.4561
2009-01-16,1608.71,1479035552980.6,15.0862
2009-01-15,1576.64,1440925685198.1997,14.6975
2009-01-14,1585.33,1452358734942.3,14.8141
2009-01-13,1532.48,1409854735684.9,14.3805
2009-01-12,1558.28,1426012243572.7,14.5453
2009-01-09,1551.22,1427576281672.3997,14.5613
2009-01-08,1523.98,1412534337948.2,14.4079
2009-01-07,1554.11,1438799541930.6,14.6758
2009-01-06,1560.21,1453594026997.9,14.8267
2009-01-05,1508.47,1407456516402.3003,14.3561
2008-12-31,1448.16,1228068117756,14.0496
2008-12-30,1471.32,1240887128049.1,14.1963
2008-12-29,1495.78,1255416054784.2996,14.365
2008-12-26,1499.67,1252360003890.9998,14.33
2008-12-25,1503.25,1256637746601.2,14.379
2008-12-24,1515.06,1270496841350.2998,14.5375
2008-12-23,1552.88,1302230367582.9,14.9007
2008-12-22,1628.4,1363831689187.3997,15.6055
2008-12-19,1659.05,1399646892031.9004,16.0153
2008-12-18,1651.58,1395187221806.8997,15.9643
2008-12-17,1630.91,1380694605569.4,15.7985
2008-12-16,1628.62,1382959866994.9,15.8244
2008-12-15,1614.81,1374315271935.7998,15.7255
2008-12-12,1592.74,1363366422966.6,15.6002
2008-12-11,1660.87,1420191283764.3,16.2504
2008-12-10,1709.27,1463727485886.7002,16.7486
2008-12-09,1686.58,1453098972369.0996,16.627
2008-12-08,1731.33,1506288935901.0996,17.2356
2008-12-05,1670.43,1462260123085.9998,16.7318
2008-12-04,1650.42,1458351051405.5002,16.6871
2008-12-03,1617.35,1405508894194.9,16.0824
2008-12-02,1547.25,1346194485435.8003,15.4037
2008-12-01,1548.45,1365075837497,15.6198
2008-11-28,1526.94,1354914074563,15.5035
2008-11-27,1545.67,1364109088660.8,15.6087
2008-11-26,1521.21,1346700834525.3997,15.4095
2008-11-25,1497.91,1322569583234.1,15.1334
2008-11-24,1509.11,1332880465007.7002,15.2514
2008-11-21,1571.7,1392063736410.9,15.9286
