﻿时间,收盘点位,市值,PB(加权平均值)
2009-09-01,2244.89,2115905147854.6003,2.4592
2009-08-31,2245.18,2097807695073.1,2.4381
2009-08-28,2442.98,2302513181154.9,2.6797
2009-08-27,2536.72,2404744658346.6997,2.7973
2009-08-26,2545.98,2439701142453.3003,2.8398
2009-08-25,2495.48,2400916085318.5996,2.7948
2009-08-24,2568.95,2446154012704.801,2.8472
2009-08-21,2542.26,2411500611062.3,2.8795
2009-08-20,2475.3,2370280040669.9004,2.8281
2009-08-19,2384.78,2291714225404.6997,2.7384
2009-08-18,2531.58,2374352147517.3003,2.8375
2009-08-17,2468.08,2303507352146.3003,2.7526
2009-08-14,2651.21,2458755885613.5,2.9382
2009-08-13,2735.54,2514691503013.4004,3.0051
2009-08-12,2716.88,2510503240776.701,3
2009-08-11,2868.02,2648023450506.1997,3.1691
2009-08-10,2855.85,2610506546309.0005,3.1242
2009-08-07,2834.25,2618990249642.6,3.1387
2009-08-06,2951.65,2728419381475.299,3.2697
2009-08-05,3051.11,2818950125706.201,3.3782
2009-08-04,3094.03,2895126644084.0996,3.4695
2009-08-03,3053.5,2845347265677.3003,3.4102
2009-07-31,2946.41,2738808810119.9004,3.2822
2009-07-30,2851.47,2667184086770.7,3.1947
2009-07-29,2802.94,2640418349888.101,3.1627
2009-07-28,2936.55,2717595655455.101,3.2551
2009-07-27,2886.46,2687094430563.4995,3.2186
2009-07-24,2817.69,2648046907402.4995,3.1718
2009-07-23,2805.75,2608179767613.1,3.122
2009-07-22,2782.67,2564826081138.4,3.0708
2009-07-21,2709.33,2433778973835.3003,2.9139
2009-07-20,2756.99,2445026412565,2.9274
2009-07-17,2693.46,2383781854192.801,2.8541
2009-07-16,2676.25,2393055476206.801,2.8652
2009-07-15,2692.86,2421138576327.5996,2.8988
2009-07-14,2625.09,2377066280034.6997,2.8454
2009-07-13,2543.72,2321336737854.601,2.7772
2009-07-10,2570.45,2340221895211.3,2.7998
2009-07-09,2581.95,2360583218678,2.8242
2009-07-08,2526.78,2297392805417.1997,2.7486
2009-07-07,2511.9,2308070693464.601,2.7614
2009-07-06,2515.79,2310777150487.399,2.7646
2009-07-03,2440.42,2234521353924.101,2.6725
2009-07-02,2409.62,2196809396514.1997,2.6272
2009-07-01,2387.14,2153582222139.4004,2.5755
2009-06-30,2349.86,2126484012419.8003,2.5277
2009-06-29,2379.56,2140653643508.101,2.5445
2009-06-26,2350.05,2112708550989.8003,2.5106
2009-06-25,2357.17,2126799302151,2.5273
2009-06-24,2361.29,2126287486242.601,2.5267
2009-06-23,2312.01,2081201352150.4,2.4731
2009-06-22,2298.65,2086829998711.1003,2.4739
2009-06-19,2293.81,2071846219745.5005,2.4518
2009-06-18,2278.8,2063643117015.3,2.4421
2009-06-17,2259.41,2030234630064.2,2.4026
2009-06-16,2227.39,2004551729530.3,2.3722
2009-06-15,2226.81,2005877506115.6997,2.3719
2009-06-12,2208.05,1995590989730.8,2.3292
2009-06-11,2261.37,2036328180651.2,2.3748
2009-06-10,2287.2,2054890879556.1,2.3958
2009-06-09,2250.96,2025232931239.3,2.3612
2009-06-08,2251.2,2026956670270.4995,2.3632
2009-06-05,2260.05,2039710925747.101,2.3772
2009-06-04,2287.29,2067849931775.1,2.4082
2009-06-03,2264.69,2047705976323.1,2.3847
2009-06-02,2228.29,2030606880837,2.3648
2009-06-01,2217.74,2040067739429.6997,2.3754
2009-05-27,2161.96,2001411100995.2,2.3304
2009-05-26,2146.79,1972660862238.1,2.2962
2009-05-25,2167.05,1995766508042.2,2.3229
2009-05-22,2169.46,1994502195933.0996,2.3214
2009-05-21,2175.31,1996217985802.599,2.3234
2009-05-20,2218.04,2030822590546.3003,2.3627
2009-05-19,2239.1,2058379347451.9,2.3947
2009-05-18,2222.09,2044332575660.5,2.3775
2009-05-15,2207.1,2047383899513.5996,2.3811
2009-05-14,2211.42,2051561106160.3,2.3851
2009-05-13,2221.96,2074930333496.3997,2.4122
2009-05-12,2209.02,2042759287564.8003,2.3748
2009-05-11,2150.12,2002175961275.6003,2.3276
2009-05-08,2199.96,2028681308682.3,2.358
2009-05-07,2191,1989091478946.5,2.3119
2009-05-06,2197.72,1998422976857.5,2.3221
2009-05-05,2164.76,1981138011079.4,2.302
2009-05-04,2147.82,1974020966572.6997,2.2938
2009-04-30,2064.48,1901197191335.2996,2.2092
2009-04-29,2055.87,1892190789093.8003,2.2043
2009-04-28,2001.02,1840113931850.3,2.1778
2009-04-27,1989.28,1853413160768.2,2.1922
2009-04-24,2056.76,1886437042314.7004,2.2305
2009-04-23,2083.28,1906436240608.6003,2.2564
2009-04-22,2066.22,1891551219179.4,2.2412
2009-04-21,2148.96,1969680969988.7996,2.3371
2009-04-20,2164.37,1972907977222.1003,2.3412
2009-04-17,2121.51,1915597200449.3003,2.2742
2009-04-16,2151.64,1939536139151.6003,2.3028
2009-04-15,2142.56,1942058022084.5,2.3072
2009-04-14,2126,1921556700860.2004,2.283
2009-04-13,2104.96,1899884247632.1,2.2573
2009-04-10,2034.14,1823262184606.3,2.1657
2009-04-09,1990.51,1791366449108.9,2.1278
2009-04-08,1963.9,1770722379093.9995,2.1033
2009-04-07,2042.08,1842331034047.399,2.1884
2009-04-03,2038.36,1832532351797.5,2.177
2009-04-02,2048.72,1836900956849.3003,2.1831
2009-04-01,2029.44,1820234966910.3997,2.1633
2009-03-31,1985.27,1791595714006.7,2.1236
2009-03-30,1989.77,1799794108517.6,2.1255
2009-03-27,2008.55,1819462018266.9,2.1793
2009-03-26,1978.18,1800410061193.2,2.1561
2009-03-25,1919.64,1750830151463.0996,2.0967
2009-03-24,1979.19,1790998439157.2998,2.1447
2009-03-23,1960.07,1774200918884.4006,2.1248
2009-03-20,1917.64,1747806692583,2.094
2009-03-19,1911.65,1730906748759.4,2.0738
2009-03-18,1871.55,1698026851206.2998,2.0343
2009-03-17,1852.92,1688616916929.4995,2.0245
2009-03-16,1789.69,1633228079795.6,1.9581
2009-03-13,1769.09,1623048451516,1.9459
2009-03-12,1786.59,1634201953518.3,1.9593
2009-03-11,1795.38,1642130058787.4,1.9687
2009-03-10,1809.76,1656827986083.8,1.9866
2009-03-09,1779.93,1629839874358.3,1.9521
2009-03-06,1849.97,1698019181358.3994,2.0338
2009-03-05,1871.26,1710794140752.8,2.0491
2009-03-04,1852.19,1688178269280.8,2.022
2009-03-03,1746.48,1595890200801.7,1.9118
2009-03-02,1741.69,1609191949633,1.9277
2009-02-27,1722.75,1605506576460.8997,1.9219
2009-02-26,1784.12,1631299392343.8997,1.9524
2009-02-25,1881.24,1675746828988.1,2.0056
2009-02-24,1882.33,1681324144045.9995,2.0123
2009-02-23,1974.33,1777243321350.2002,2.1271
2009-02-20,1929.94,1749822179853.2,2.0943
2009-02-19,1882.98,1720743847423.2002,2.0595
2009-02-18,1846.06,1695919100725.3,2.0298
2009-02-17,1947.78,1795265368507.2004,2.1487
2009-02-16,2016.54,1845864066623.3,2.2092
2009-02-13,1942.66,1778478579030.7993,2.1286
2009-02-12,1881.26,1715917022726.6,2.0537
2009-02-11,1892.63,1737718618592.5996,2.0798
2009-02-10,1888.12,1742064774783.7998,2.085
2009-02-09,1863.9,1710237969717.4,2.0469
2009-02-06,1813.92,1680506019102,2.0113
2009-02-05,1741.87,1609653461945.7996,1.9265
2009-02-04,1747.81,1611749096077.5002,1.929
2009-02-03,1702.58,1572680444051.2,1.8823
2009-02-02,1659.92,1540069994694.6,1.8432
2009-01-23,1636.93,1532368920178.9,1.834
2009-01-22,1636.31,1528950304138.8997,1.8299
2009-01-21,1618.59,1508268095574.5,1.8052
2009-01-20,1633.51,1528115430573.2998,1.8289
2009-01-19,1622.99,1515296469479.5996,1.8136
2009-01-16,1608.71,1479035552980.6,1.7702
2009-01-15,1576.64,1440925685198.1997,1.7246
2009-01-14,1585.33,1452358734942.3,1.7383
2009-01-13,1532.48,1409854735684.9,1.6874
2009-01-12,1558.28,1426012243572.7,1.7067
2009-01-09,1551.22,1427576281672.3997,1.7086
2009-01-08,1523.98,1412534337948.2,1.6906
2009-01-07,1554.11,1438799541930.6,1.722
2009-01-06,1560.21,1453594026997.9,1.7397
2009-01-05,1508.47,1407456516402.3003,1.6845
2008-12-31,1448.16,1228068117756,1.5547
2008-12-30,1471.32,1240887128049.1,1.5709
2008-12-29,1495.78,1255416054784.2996,1.5904
2008-12-26,1499.67,1252360003890.9998,1.5865
2008-12-25,1503.25,1256637746601.2,1.5919
2008-12-24,1515.06,1270496841350.2998,1.6095
2008-12-23,1552.88,1302230367582.9,1.6497
2008-12-22,1628.4,1363831689187.3997,1.7277
2008-12-19,1659.05,1399646892031.9004,1.7731
2008-12-18,1651.58,1395187221806.8997,1.7675
2008-12-17,1630.91,1380694605569.4,1.7491
2008-12-16,1628.62,1382959866994.9,1.752
2008-12-15,1614.81,1374315271935.7998,1.741
2008-12-12,1592.74,1363366422966.6,1.7271
2008-12-11,1660.87,1420191283764.3,1.7991
2008-12-10,1709.27,1463727485886.7002,1.8543
2008-12-09,1686.58,1453098972369.0996,1.8408
2008-12-08,1731.33,1506288935901.0996,1.9082
2008-12-05,1670.43,1462260123085.9998,1.8553
2008-12-04,1650.42,1458351051405.5002,1.8518
2008-12-03,1617.35,1405508894194.9,1.7847
2008-12-02,1547.25,1346194485435.8003,1.7094
2008-12-01,1548.45,1365075837497,1.7333
2008-11-28,1526.94,1354914074563,1.7204
2008-11-27,1545.67,1364109088660.8,1.7321
2008-11-26,1521.21,1346700834525.3997,1.71
2008-11-25,1497.91,1322569583234.1,1.6794
2008-11-24,1509.11,1332880465007.7002,1.6925
2008-11-21,1571.7,1392063736410.9,1.7676
2008-11-20,1577.48,1393806444556.4998,1.7698
2008-11-19,1597.22,1402550513810.6997,1.7809
2008-11-18,1503.11,1300856263408.6,1.6518
2008-11-17,1637.92,1413741145233.3003,1.7951
2008-11-14,1593.99,1360190485560.3003,1.7271
2008-11-13,1551.15,1329737363830.9,1.6885
2008-11-12,1483.04,1272197906794.1,1.6154
2008-11-11,1472.9,1266824308385.9998,1.6127
2008-11-10,1484,1290934937896.0005,1.6434
2008-11-07,1386.26,1194431867091.9998,1.521
2008-11-06,1368.29,1171156868885.3,1.4914
2008-11-05,1385.5,1196870415227.4,1.5241
2008-11-04,1337.19,1154730919643.2002,1.4705
2008-11-03,1353.26,1153162671718.7,1.4685
2008-10-31,1368.19,1166074024677.6,1.4849
2008-10-30,1400.47,1204306145703.9998,1.5419
2008-10-29,1366.58,1169896730261.1,1.5176
2008-10-28,1421.25,1230840722057.4004,1.5947
2008-10-27,1385.01,1200044929069.9,1.5558
2008-10-24,1501.36,1313760023363.9,1.703
2008-10-23,1543.7,1347496867981.7,1.747
2008-10-22,1546.94,1368242414599.5002,1.7747
2008-10-21,1588.56,1413747555428.8003,1.83
2008-10-20,1606.11,1438276979329,1.8617
2008-10-17,1557.97,1393626524387.9,1.8313
2008-10-16,1538.66,1372763025642.1003,1.8044
2008-10-15,1615.29,1455573681600.3003,1.9132
2008-10-14,1648.28,1519782124166.3003,2.002
2008-10-13,1686.74,1549019239492.1003,2.0405
2008-10-10,1643.18,1522353111736.2998,2.0053
2008-10-09,1719.37,1588697463355.4,2.0927
2008-10-08,1747.8,1598353514951.7004,2.1055
2008-10-07,1791.02,1623724195368.8003,2.1389
2008-10-06,1803.99,1616214987638.7004,2.129
2008-09-26,1916.43,1724231830624.7007,2.2713
2008-09-25,1897.19,1723222162438.9,2.2699
2008-09-24,1817.97,1649455628688.4,2.1728
2008-09-23,1792.86,1630353837899.5002,2.1476
2008-09-22,1878.07,1709303465579.5994,2.2516
2008-09-19,1785.5,1602841151445.2998,2.1042
2008-09-18,1634.33,1461573237793.8,1.9187
2008-09-17,1680.19,1504966285792.5,1.9757
2008-09-16,1718.76,1509241346880.8,1.9813
2008-09-12,1740.74,1505734202269.1997,1.9767
2008-09-11,1720.53,1474371927999.7998,1.9355
2008-09-10,1763.67,1523606897427.3003,2.0001
2008-09-09,1747.99,1508536457961.3003,1.9804
2008-09-08,1725.8,1508533521446.2004,1.9804
2008-09-05,1800.22,1598380268116.6997,2.0983
2008-09-04,1847.63,1631956799363.5002,2.1424
2008-09-03,1833.98,1628519507637.9004,2.1379
2008-09-02,1842.08,1620911455785.4,2.1279
2008-09-01,1844.17,1622636342378.6,2.1301
2008-08-29,1900.03,1668251264639.1,2.1959
2008-08-28,1852.33,1637926678485.7998,2.1855
2008-08-27,1836.56,1635923055744.6,2.1815
2008-08-26,1835.25,1623728711478.4,2.1652
2008-08-25,1910.94,1667354693027.6006,2.2254
2008-08-22,1921.16,1661936322390.9,2.2222
2008-08-21,1967.32,1694975976137.9,2.2685
2008-08-20,2069.23,1802200755217.4,2.4127
2008-08-19,1925.11,1673653937616.1997,2.2389
2008-08-18,1900.11,1664680580500.1,2.2295
2008-08-15,2019.69,1766824012981.1,2.3676
2008-08-14,2019.53,1760951409987.8997,2.3632
2008-08-13,2020.67,1768015585693.9,2.3727
2008-08-12,2008.61,1747441981711.9,2.3497
2008-08-11,1988.16,1749366668650.6,2.3522
2008-08-08,2086.19,1841035745601.2,2.4852
2008-08-07,2207.18,1942116541514.6003,2.6235
2008-08-06,2208.26,1919129304867.2,2.5963
2008-08-05,2194.78,1886370824308.5,2.552
2008-08-04,2261.6,1909347806681.8003,2.5833
2008-08-01,2328.2,1959013209705.1,2.6492
2008-07-31,2319.38,1943823847629.1997,2.6307
2008-07-30,2401.49,2028857436286.8003,2.7463
2008-07-29,2412.97,2023605765998.2,2.7392
2008-07-28,2461.69,2049480135798.9,2.7796
2008-07-25,2427.96,2009120999226.9,2.7249
2008-07-24,2467.37,2032209068080.8,2.7562
2008-07-23,2397.49,1975111835313.7,2.6787
2008-07-22,2412.28,1974190747239.6,2.6776
2008-07-21,2420.35,1995691119035.3,2.7067
2008-07-18,2338.64,1946363800742.7,2.6398
2008-07-17,2254.93,1847294043044.4,2.5055
2008-07-16,2285.95,1869470571344.5996,2.5355
2008-07-15,2371.49,1893162233487.5,2.5677
2008-07-14,2456.97,1942451616552.3,2.6341
2008-07-11,2425.7,1933141313281.3,2.6215
2008-07-10,2446.09,1940157715877.2996,2.631
2008-07-09,2501.37,1988930511249.6,2.6935
2008-07-08,2410.17,1908968343686,2.5852
2008-07-07,2383.33,1880656094319.6997,2.5468
2008-07-04,2252.75,1780117175735.1003,2.4093
2008-07-03,2276.36,1814695791146.5,2.4561
2008-07-02,2217.11,1783368615584.6003,2.4132
2008-07-01,2200.27,1780174682045.7998,2.4089
2008-06-30,2277.01,1848554008783.6,2.5014
2008-06-27,2303.89,1874687312805.3003,2.5368
2008-06-26,2483.12,2039755126409.201,2.7602
2008-06-25,2482.3,2060964703467.7,2.7889
2008-06-24,2361.22,1981519399466.3,2.674
2008-06-23,2363.56,2020628431658.5,2.7261
2008-06-20,2443.77,2145470915783.8,2.883
2008-06-19,2405.06,2106711602456.2,2.8282
2008-06-18,2617.4,2240700650482.6,3.0071
2008-06-17,2470.21,2080381274740,2.792
2008-06-16,2568.37,2125901757108.3003,2.8529
2008-06-13,2567.67,2075272599169.5,2.7469
2008-06-12,2649.64,2136771058833.6,2.8132
2008-06-11,2702.26,2196536791906.7,2.8894
2008-06-10,2754.26,2252988237972.9995,2.9637
2008-06-06,3009.61,2459789080364.4,3.2357
2008-06-05,3014.3,2489903465314.9995,3.2705
2008-06-04,3051.95,2481556321205.5,3.2537
2008-06-03,3111.32,2506834274905.3,3.2868
2008-06-02,3119.54,2528869242731.8,3.3157
2008-05-30,3109.87,2517175182380.1,3.3004
2008-05-29,3059.31,2457877858623.2,3.2226
2008-05-28,3145.64,2472275805349.6997,3.2415
2008-05-27,3057.12,2388358225871.3,3.1269
2008-05-26,3054.54,2434734734598.6,3.1876
2008-05-23,3166.49,2486513762169.5996,3.2554
2008-05-22,3210.68,2479088102012.6,3.2457
2008-05-21,3263.09,2511920012465.7,3.2914
2008-05-20,3169.34,2376524603455.4,3.1131
2008-05-19,3348.02,2496751128372.3,3.2703
2008-05-16,3370.23,2530511253472.1,3.3141
2008-05-15,3405.19,2566733246191.5,3.3611
2008-05-14,3402.25,2539855433159.101,3.3236
2008-05-13,3335.91,2486333882733.6,3.253
2008-05-12,3349.59,2513651547664.9,3.2625
2008-05-09,3307.24,2498380891080.3003,3.2422
2008-05-08,3293.35,2519184773491.899,3.2692
2008-05-07,3202.5,2477341122960.101,3.2149
2008-05-06,3366.46,2600632220953.9004,3.3725
2008-05-05,3408.15,2628653128721.5,3.4068
2008-04-30,3333.91,2548559875436.0996,3.303
2008-04-29,3169.02,2381735985216.9,3.0756
2008-04-28,3113.68,2349552199701.5,3.0521
2008-04-25,3156.56,2407413434873.3,3.1782
2008-04-24,3105.69,2391992254895.3003,3.158
2008-04-23,2837.42,2179790636892.6003,2.8726
2008-04-22,2702.38,2065297095601.0996,2.7344
2008-04-21,2652.28,2014362518136.4,2.6772
2008-04-18,2639.12,2045119342781.3003,2.7221
2008-04-17,2766.87,2169957845547.8997,2.8979
2008-04-16,2878.37,2206048992630.8,2.9447
2008-04-15,2969.36,2245596144605.4,2.9974
2008-04-14,2921.19,2210232648865,2.9514
2008-04-11,3127.43,2370328055048.6,3.1652
2008-04-10,3105.73,2356079362979.9004,3.1477
2008-04-09,3040.26,2344642037935.8003,3.1337
2008-04-08,3196.1,2490294671490.7,3.3343
2008-04-07,3159.27,2492575721239.1,3.3483
