﻿时间,收盘点位,市值,PB(加权平均值)
2011-12-26,1772.68,7200692661360.3,1.4984
2011-12-23,1781.33,7235705769834.3,1.5057
2011-12-22,1768.81,7186462722404,1.4954
2011-12-21,1767.25,7177991982056.9,1.4937
2011-12-20,1783.54,7206277417234.9,1.4996
2011-12-19,1793.22,7225777819186.699,1.5036
2011-12-16,1801.08,7253182297514.002,1.5093
2011-12-15,1780.57,7172619713588.698,1.4926
2011-12-14,1805.48,7221052490841.5,1.5026
2011-12-13,1825.44,7245441937698.5,1.5077
2011-12-12,1841.9,7271045924261.602,1.513
2011-12-09,1857.01,7345278588094.398,1.5285
2011-12-08,1861.26,7348028119591.3,1.5291
2011-12-07,1864.87,7361345893787.5,1.5318
2011-12-06,1860.41,7372119195383.9,1.5341
2011-12-05,1859.56,7392852094664.3,1.5384
2011-12-02,1868.6,7367660305724.9,1.5331
2011-12-01,1892.53,7405658785841.1,1.5411
2011-11-30,1855.15,7265909467988.802,1.512
2011-11-29,1912.6,7430479039704.2,1.5462
2011-11-28,1891.35,7379934148113.301,1.5357
2011-11-25,1885.8,7363697482026.2,1.5323
2011-11-24,1897.6,7411154435200.1,1.5422
2011-11-23,1897.86,7389950658836.198,1.5378
2011-11-22,1915.89,7411044437647.1,1.5422
2011-11-21,1919.17,7430387913367.502,1.5469
2011-11-18,1918.36,7453191493968.5,1.5516
2011-11-17,1951.25,7530077699658.198,1.5677
2011-11-16,1955.83,7525681795355.9,1.5667
2011-11-15,2005.94,7678118964438.9,1.5985
2011-11-14,2011.37,7711390852004.9,1.6054
2011-11-11,1974.67,7606350434606.1,1.5835
2011-11-10,1973.28,7567804601905.4,1.5755
2011-11-09,2009.19,7712115976598,1.6056
2011-11-08,1998.18,7684917547071.9,1.5999
2011-11-07,1994.44,7641928463110.602,1.5909
2011-11-04,2005.99,7684240275430.8,1.5997
2011-11-03,1991.77,7612427214773.8,1.5848
2011-11-02,1995.07,7624386192440.5,1.5873
2011-11-01,1968.13,7555359770314,1.5729
2011-10-31,1964.42,7549971606261.099,1.5718
2011-10-28,1974.75,7575741359883.802,1.5905
2011-10-27,1948.89,7526239477081.5,1.6187
2011-10-26,1942.75,7488281656636.6,1.6193
2011-10-25,1930.34,7466087033059,1.6143
2011-10-24,1902.14,7389343539615.1,1.5996
2011-10-21,1855.66,7260066405383.1,1.5719
2011-10-20,1860.33,7278560511949.1,1.576
2011-10-19,1896.28,7351851121425.8,1.5919
2011-10-18,1896.44,7355622307766.5,1.5927
2011-10-17,1942.5,7434255401845.1,1.6097
2011-10-14,1938.6,7412046072519.198,1.6049
2011-10-13,1941.66,7421713874305.802,1.607
2011-10-12,1934.89,7387657228722.699,1.5996
2011-10-11,1880.59,7256150802646.101,1.5711
2011-10-10,1885.61,7195152276991.3,1.5579
2011-09-30,1896.81,7205001242938.801,1.5601
2011-09-29,1895.47,7185335060714.5,1.5558
2011-09-28,1902.58,7182944319250.5,1.5553
2011-09-27,1920.14,7206715650338.9,1.5604
2011-09-26,1898.76,7135427969175,1.545
2011-09-23,1930.06,7212932925793,1.5618
2011-09-22,1935.04,7224854015026.1,1.5644
2011-09-21,1990.68,7396665712792,1.6016
2011-09-20,1940.26,7273666779748.2,1.5749
2011-09-19,1925.72,7246064192327,1.569
2011-09-16,1962.4,7346659820889.4,1.5878
2011-09-15,1959.72,7328478020535.6,1.5838
2011-09-14,1967.44,7363568445155.301,1.5813
2011-09-13,1958.66,7358450188735.8,1.5802
2011-09-09,1970.62,7411708356533.198,1.5916
2011-09-08,1965.38,7385427453452.1,1.586
2011-09-07,1975.41,7389466492942.802,1.5868
2011-09-06,1935.97,7293079437460.998,1.5661
2011-09-05,1944.17,7287779862215,1.565
2011-09-02,1983.33,7393913771301.3,1.5878
2011-09-01,2006.3,7465146312647.1,1.6031
2011-08-31,2014.23,7489131562735.6,1.6082
2011-08-30,2008.61,7464792584336.1,1.6043
2011-08-29,2011.25,7451467226406.699,1.6024
2011-08-26,2045.2,7545485785184.3,1.6299
2011-08-25,2050.92,7585136878856,1.6678
2011-08-24,1981.24,7376559664666.6,1.6339
2011-08-23,1991.47,7406129860341,1.6406
2011-08-22,1958.3,7313961290791.3,1.6201
2011-08-19,1972.74,7365107389397.701,1.647
2011-08-18,1995.58,7444133811136.9,1.6689
2011-08-17,2022.45,7503358912124.398,1.6821
2011-08-16,2022.26,7498897447491.1,1.6811
2011-08-15,2030.27,7541059713191.2,1.691
2011-08-12,2002.44,7461519495997.602,1.6732
2011-08-11,1997.87,7451717233119.3,1.672
2011-08-10,1968.78,7393151284231.202,1.6589
2011-08-09,1951.83,7338097974474.6,1.6467
2011-08-08,1949.24,7325709484993.4,1.6443
2011-08-05,2024.94,7536591716006.602,1.6915
2011-08-04,2070.77,7694321832026.3,1.7269
2011-08-03,2069.05,7697868122749.8,1.7277
2011-08-02,2071.7,7721594169669.8,1.7331
2011-08-01,2090.37,7810406941208.1,1.7531
2011-07-29,2086.92,7831684885744.398,1.7575
2011-07-28,2081.45,7803395280232.2,1.7511
2011-07-27,2093.78,7849166930297.7,1.7614
2011-07-26,2083.15,7829099572325.602,1.7569
2011-07-25,2079.76,7779651585611.7,1.7458
2011-07-22,2145.23,7945392915125.4,1.783
2011-07-21,2143.99,7964937791155.6,1.7874
2011-07-20,2166.6,8015584145093.9,1.7988
2011-07-19,2166.86,8015430916219.5,1.7987
2011-07-18,2185.36,8045596633255.198,1.805
2011-07-15,2193.12,8080284893948.8,1.8124
2011-07-14,2186.42,8068802261999.5,1.8099
2011-07-13,2177.41,8035392028522.1,1.8024
2011-07-12,2149.24,7953679186149.7,1.784
2011-07-11,2190.86,8065423027438.9,1.809
2011-07-08,2190.97,8072037587002.802,1.8104
2011-07-07,2188.61,8066392388614.5,1.8091
2011-07-06,2198.78,8127650096235.5,1.8229
2011-07-05,2207.19,8149556116199.602,1.8309
2011-07-04,2209.92,8172231654978.398,1.836
2011-07-01,2164.04,8071121157175.2,1.8132
2011-06-30,2163.74,8114503663992.699,1.8226
2011-06-29,2140.54,8064814272418.198,1.8115
2011-06-28,2174.15,8131289990989.802,1.8243
2011-06-27,2174.04,8149815262998.4,1.828
2011-06-24,2173.65,8147098448355.4,1.8274
2011-06-23,2121.69,8047093406390.1,1.7836
2011-06-22,2097.43,7964379698364.6,1.7621
2011-06-21,2102.31,7929650014088.1,1.7544
2011-06-20,2077.04,7885478860072.198,1.7446
2011-06-17,2088.73,7947362668001.3,1.7537
2011-06-16,2098.27,7926145755232.2,1.7489
2011-06-15,2139.82,8012888154247.6,1.7661
2011-06-14,2159.08,8091913546683.7,1.7586
2011-06-13,2139.65,8076413518507.3,1.7552
2011-06-10,2146.55,8058836191367.4,1.7507
2011-06-09,2136.68,8078798631397.5,1.7397
2011-06-08,2170.62,8143906506718.2,1.7517
2011-06-07,2173.22,8147457271078,1.7525
2011-06-03,2164.82,8096635910427.1,1.7415
2011-06-02,2150.97,8066892772316.9,1.7342
2011-06-01,2184.32,8201109927522.101,1.7631
2011-05-31,2191.4,8263440819663.6,1.7637
2011-05-30,2161.76,8213520534776.7,1.753
2011-05-27,2163.22,8133796081441.7,1.7355
2011-05-26,2166.31,8135907692459.6,1.736
2011-05-25,2162.4,8095133837870.6,1.7273
2011-05-24,2185.56,8141468501141.798,1.7371
2011-05-23,2190.01,8200344483977.802,1.7497
2011-05-20,2263.66,8396083209570.002,1.7915
2011-05-19,2266.03,8401858433616,1.7927
2011-05-18,2281.85,8412394818046.398,1.7949
2011-05-17,2263.94,8353597019127.2,1.7824
2011-05-16,2251.94,8352630599475.8,1.7822
2011-05-13,2277.49,8435190586304.8,1.7997
2011-05-12,2256.96,8355572938867.998,1.7827
2011-05-11,2283.06,8451078475541.701,1.8027
2011-05-10,2297.91,8487127180408.1,1.8103
2011-05-09,2280.91,8451788022358.9,1.8028
2011-05-06,2275.71,8463001427102.002,1.8051
2011-05-05,2286.21,8546435631838.602,1.8229
2011-05-04,2284.3,8498589583881.1,1.8127
2011-05-03,2337.63,8648192713542.2,1.8446
2011-04-29,2323.86,8619019858597.198,1.8423
2011-04-28,2304.49,8590576459029.602,1.9075
2011-04-27,2328.51,8591071287467.899,1.9245
2011-04-26,2331.21,8570877421240,1.9202
2011-04-25,2345.13,8582927984309.9,1.9316
2011-04-22,2388.44,8683941499809.6,1.956
2011-04-21,2404.16,8748571018262.9,1.9705
2011-04-20,2382.47,8709586835369.602,1.9614
2011-04-19,2384.69,8711912071569.9,1.9624
2011-04-18,2439.85,8891302101671.799,2.0037
2011-04-15,2432.66,8851493456766.8,1.9948
2011-04-14,2424.62,8799399320580.2,1.9831
2011-04-13,2428.18,8796737463082.299,1.9824
2011-04-12,2410.03,8754481745132.598,1.9729
2011-04-11,2402.87,8751573849131.5,1.9727
2011-04-08,2412.92,8748368591288.1,1.9752
2011-04-07,2398.46,8721870708585.3,1.9698
2011-04-06,2400.33,8725154891294.101,1.9744
2011-04-01,2359.21,8591262753237.602,1.9441
2011-03-31,2323.98,8508593437635.3,1.9254
2011-03-30,2337.5,8576932991067.698,1.9601
2011-03-29,2340.46,8545962272255.4,1.9546
2011-03-28,2350.48,8590546858581.4,1.9649
2011-03-25,2346.16,8565836460220.1,2.0005
2011-03-24,2317.4,8486823499860.9,1.9987
2011-03-23,2322.76,8457558659322.898,1.9919
2011-03-22,2298.25,8396040486899.398,1.9774
2011-03-21,2285.58,8363840846053.2,1.9701
2011-03-18,2290.24,8300171958509.1,1.955
2011-03-17,2285.47,8323481558150.5,1.9789
2011-03-16,2311.48,8344233704842.198,1.9839
2011-03-15,2281.09,8285886486487.7,1.97
2011-03-14,2318.88,8373878244054.798,1.991
2011-03-11,2311.54,8409280061731.2,1.9995
2011-03-10,2333.5,8483433314474.1,2.0171
2011-03-09,2379.6,8606466630762.1,2.0464
2011-03-08,2387.51,8608482886471.3,2.0469
2011-03-07,2385.01,8606892935396.802,2.0469
2011-03-04,2332.32,8465628454944.1,2.0133
2011-03-03,2293.09,8368684255555.7,1.9902
2011-03-02,2294.35,8311034424236.398,1.9765
2011-03-01,2304.89,8304747429055.3,1.975
2011-02-28,2292.93,8264373106097.3,1.9654
2011-02-25,2273.35,8261337721262.802,1.9669
2011-02-24,2264.78,8261775588198.5,1.967
2011-02-23,2251.14,8233121951783.1,1.9604
2011-02-22,2246.39,8269718113725.5,1.9691
2011-02-21,2306.12,8432403463262.4,2.0078
2011-02-18,2272.95,8379901447839.7,1.9953
2011-02-17,2298.45,8439733493950.8,2.0096
2011-02-16,2301.68,8446744146699.1,2.0112
2011-02-15,2280.6,8428205879100.2,2.0068
2011-02-14,2285.9,8433866092608.3,2.0082
2011-02-11,2205.43,8245452621828.3,1.9633
2011-02-10,2204.34,8249188771914.7,1.9642
2011-02-09,2167.78,8176199253652.3,1.9468
2011-02-01,2196.31,8265013841164.7,1.968
2011-01-31,2190.83,8204678754193.802,1.9536
2011-01-28,2168.48,8095341460131.5,1.9276
2011-01-27,2168.65,8137865158014,1.9377
2011-01-26,2135.51,8046526425475.5,1.9159
2011-01-25,2119.49,8014295227258.101,1.9083
2011-01-24,2123.04,8040315519948.5,1.9145
2011-01-21,2139.7,8041966250926.3,1.9149
2011-01-20,2110.72,7929157329140.2,1.888
2011-01-19,2172.56,8129313484777.1,1.9357
2011-01-18,2137.85,8059576300245.6,1.919
2011-01-17,2137.48,8062566269767.202,1.9198
2011-01-14,2198.05,8237856927847.4,1.9615
2011-01-13,2230.38,8266991484418.2,1.9684
2011-01-12,2227.25,8191000358590.2,1.9503
2011-01-11,2217.23,8163195901370.1,1.9437
2011-01-10,2193.43,8076712816144,1.9231
2011-01-07,2223.27,8137061095605.5,1.9375
2011-01-06,2209.2,8018277133595.7,1.9092
2011-01-05,2219.24,8076014187238.8,1.923
2011-01-04,2224.39,8140174056321.4,1.9382
2010-12-31,2183.66,5662124047620.1,1.7866
2010-12-30,2154.34,5623219722398.4,1.7744
2010-12-29,2151.08,5583021990276.301,1.7617
2010-12-28,2148.91,5566945016208.6,1.7566
2010-12-27,2186.57,5646328073555.2,1.7817
2010-12-24,2220.5,5705134196619.698,1.8002
2010-12-23,2231.62,5718329371934.8,1.8044
2010-12-22,2238.07,5720623988001.399,1.8099
2010-12-21,2259.12,5758960212109.801,1.822
2010-12-20,2213.38,5684761449572.9,1.7985
2010-12-17,2243.86,5743918347367.201,1.8172
2010-12-16,2248.25,5761998450971.7,1.823
2010-12-15,2254.56,5781249615543.6,1.8291
2010-12-14,2262.67,5812746303656.301,1.839
2010-12-13,2260.53,5817001881408.601,1.8401
2010-12-10,2197.74,5712976944660.801,1.8072
2010-12-09,2174.52,5673831679706.201,1.7948
2010-12-08,2203.25,5735379247681.499,1.8143
2010-12-07,2229.43,5804548630823.399,1.8362
2010-12-06,2221.23,5815014592553.5,1.8395
2010-12-03,2212.74,5791709967293.1,1.8321
2010-12-02,2219.26,5815281333351.8,1.8396
2010-12-01,2202.15,5723033412224,1.8104
2010-11-30,2191.74,5668237463953.5,1.7931
2010-11-29,2225.58,5757491415190.3,1.8213
2010-11-26,2238.75,5777109029915.2,1.8275
2010-11-25,2255.9,5834606704826,1.8457
2010-11-24,2229.4,5798934646911.499,1.8344
2010-11-23,2217.86,5867247048198.6,1.8761
2010-11-22,2250.27,5924107751134.5,1.8942
2010-11-19,2271.26,5982835129108.2,1.913
2010-11-18,2255.19,5979217297861.5,1.9119
2010-11-17,2235.99,5950906016062.4,1.9028
2010-11-16,2270.97,6002512820069.699,1.9193
2010-11-15,2367.73,6207479023475.801,1.9848
2010-11-12,2352.5,6072339065893.5,1.9431
2010-11-11,2479.99,6258723992021.801,2.0027
2010-11-10,2461.65,6134593953760.001,1.9897
2010-11-09,2486,6175523266940.301,2.003
2010-11-08,2505.51,6209702946264.6,2.0141
2010-11-05,2480.47,6193257166564.2,2.0088
2010-11-04,2452.98,6096328898249.999,1.988
2010-11-03,2420.32,6033492028469.5,1.9675
2010-11-02,2438.89,5987153550651.2,1.9524
2010-11-01,2445.35,5985707708891.199,1.9519
2010-10-29,2381.8,5857248232156.201,1.9721
2010-10-28,2417.03,5944756464381.5,2.0592
2010-10-27,2418.42,5932628895828.101,2.0775
2010-10-26,2433.82,5962899348654,2.0904
2010-10-25,2449.89,6032625115611.2,2.1165
2010-10-22,2400.56,5939428947305.1,2.0842
2010-10-21,2403.12,5970973924527.8,2.0956
2010-10-20,2426.51,6049268561574.199,2.123
2010-10-19,2429.14,6095371860500.899,2.1422
2010-10-18,2389.46,6065143622381.999,2.1316
2010-10-15,2392.98,6066252890263.801,2.132
2010-10-14,2298.89,5776292330139.699,2.03
2010-10-13,2275.28,5669970625578.6,1.9927
2010-10-12,2250.15,5625230908948,1.9769
2010-10-11,2230.67,5590143283758.399,1.9646
2010-10-08,2168.04,5463476343503,1.9201
2010-09-30,2100.63,5346635846590.7,1.879
2010-09-29,2067.33,5288998118983.399,1.8588
2010-09-28,2061.37,5260169931751.399,1.8486
2010-09-27,2081.33,5286022853149.201,1.8578
2010-09-21,2063.32,5254652934766.601,1.8468
2010-09-20,2058.55,5232308355342.8,1.8389
2010-09-17,2062.78,5234589643202.101,1.8397
2010-09-16,2063.79,5242160898734.3,1.8424
2010-09-15,2111.37,5348075760714.2,1.8796
2010-09-14,2140.1,5383201057552.5,1.8919
2010-09-13,2141.41,5405660875971.499,1.8998
2010-09-10,2135.05,5392124322054.1,1.8867
2010-09-09,2134.56,5395482778436.001,1.8879
2010-09-08,2170.82,5461892858455,1.9112
2010-09-07,2177.38,5500440300347.3,1.9246
2010-09-06,2174.53,5507547316373.001,1.9271
2010-09-03,2133.73,5419517935289.2,1.8963
2010-09-02,2141.34,5432745393518.2,1.901
2010-09-01,2121.58,5390455789308.6,1.8862
2010-08-31,2129.6,5397838247407.299,1.8887
2010-08-30,2143.75,5451220826761.701,1.9089
2010-08-27,2114.95,5410850626461,1.8978
2010-08-26,2109.31,5416015636018.1,1.949
2010-08-25,2098.855,5388226826027.5,1.9393
2010-08-24,2153.688,5502466226484.699,1.9806
2010-08-23,2146.405,5505289081713.101,1.982
2010-08-20,2156.288,5533227355917.8,1.9956
2010-08-19,2189.023,5583768956393.5,2.0214
2010-08-18,2175.953,5527766890313.8,2.0011
2010-08-17,2184.996,5549040516674.3,2.0083
2010-08-16,2182.335,5562708236450.6,2.0133
2010-08-13,2135.607,5465295374515.4,1.979
2010-08-12,2112.439,5427275924492.2,1.9653
2010-08-11,2135.914,5487829041731.7,1.9873
2010-08-10,2131.731,5480120360255.601,1.9832
2010-08-09,2187.71,5602326828013.4,2.0289
2010-08-06,2183.231,5618191302304.101,2.0347
2010-08-05,2146.886,5555196719940.801,2.012
2010-08-04,2175.241,5639121725354,2.0425
2010-08-03,2169.469,5644864771701.2,2.0446
2010-08-02,2208.252,5744833664712.3,2.0808
2010-07-30,2172.312,5677513244265.399,2.0564
2010-07-29,2183.042,5712007166598.899,2.0691
2010-07-28,2168.407,5689114400929.3,2.0608
2010-07-27,2118.386,5580257628541.1,2.0213
2010-07-26,2131.575,5601153652937.199,2.0289
2010-07-23,2121.215,5592776953360.401,2.0258
2010-07-22,2117.074,5560165357889.4,2.014
2010-07-21,2097.058,5509367466632.7,1.9956
2010-07-20,2092.155,5506816722690.2,1.9946
2010-07-19,2049.634,5412690686729.9,1.9605
2010-07-16,2002.325,5301121702226.899,1.9201
2010-07-15,1994.983,5320785738557.6,1.927
2010-07-14,2037.771,5428482094981.899,1.966
2010-07-13,2020.437,5388448524664.299,1.9515
2010-07-12,2052.37,5473971613438.7,1.9825
2010-07-09,2021.851,5397872793780.4,1.955
2010-07-08,1970.061,5291323968883.7,1.9164
2010-07-07,1977.33,5343423857714.601,1.9027
2010-07-06,1972.522,5344682436153.2,1.9032
2010-07-05,1936.181,5228717148221.4,1.8602
2010-07-02,1950.504,5246138626733.5,1.8661
2010-07-01,1942.972,5212291674254.7,1.8538
2010-06-30,1969.308,5238711540379.8,1.8632
2010-06-29,1993.122,5315870154041.9,1.8905
2010-06-28,2079.812,5499313283370.4,1.9557
2010-06-25,2088.879,5517780448186.1,1.9623
2010-06-24,2101.667,5529943589881.6,1.9666
2010-06-23,2104.609,5528244345953.299,1.9633
2010-06-22,2120.575,5565009495711.899,1.9881
2010-06-21,2117.438,5557394142167.5,1.9854
2010-06-18,2070.177,5406000567833.9,1.9312
2010-06-17,2095.671,5468156370928.9,1.9528
2010-06-11,2109.678,5464302171050.6,1.9447
2010-06-10,2099.425,5435011005990.6,1.9341
2010-06-09,2120.516,5510928366125.698,1.9603
2010-06-08,2064.285,5336278820473.3,1.8978
2010-06-07,2067.23,5390802496308.9,1.9169
2010-06-04,2106.287,5517804116320.6,1.962
2010-06-03,2111.266,5576586128572.701,1.9581
2010-06-02,2121.924,5606972121754.201,1.9685
2010-06-01,2118.073,5664133229228.6,1.9886
2010-05-31,2143.008,5707695544871.6,2.0039
2010-05-28,2199.497,5782423463266.398,2.0301
2010-05-27,2206.094,5784223382529.7,2.0303
2010-05-26,2175.041,5789795835860.301,1.9925
2010-05-25,2177.647,5786930643755.4,1.9915
2010-05-24,2231.368,5915730374814.6,2.0358
2010-05-21,2161.051,5781986375846.1,1.9873
2010-05-20,2137.924,5723547230210.4,1.9673
2010-05-19,2159.668,5750244713060.4,1.976
2010-05-18,2170.786,5771053721291,1.9831
2010-05-17,2136.331,5732047335264.199,1.9691
2010-05-14,2236.85,5949825067669.201,2.0435
2010-05-13,2250.128,5999384518157.5,2.0606
2010-05-12,2206.513,5913503611128.6,2.0311
2010-05-11,2177.007,5812701437068.501,1.9964
2010-05-10,2208.932,5880668693575.6,2.0198
2010-05-07,2192.236,5828149902404.499,2.0016
2010-05-06,2240.776,5899096291910.1,2.0259
2010-05-05,2349.882,6098859227200.6,2.0919
2010-05-04,2334.995,6094475913669.001,2.0904
2010-04-30,2362.998,6163746286737.101,2.1144
2010-04-29,2352.516,6097327190681.201,2.1622
2010-04-28,2371.284,6084342780128.7,2.17
2010-04-27,2372.176,6065402418980.1,2.1846
2010-04-26,2416.768,6152411344097.4,2.2165
2010-04-23,2434.345,6185435792172.701,2.2317
2010-04-22,2450.449,6221208347905.1,2.244
2010-04-21,2492.419,6343936891953.8,2.2887
2010-04-20,2451.918,6283414273356.5,2.2656
2010-04-19,2455.403,6323855694008.799,2.2808
2010-04-16,2585.584,6632533255419.1,2.3923
2010-04-15,2615.932,6715601675270.801,2.4223
2010-04-14,2616.373,6706156517439.3,2.4189
2010-04-13,2613.252,6738293725940,2.4305
2010-04-12,2575.695,6640174125619.801,2.3951
2010-04-09,2602.351,6721118637207.699,2.4246
2010-04-08,2587.182,6697385737403.5,2.4161
2010-04-07,2620.09,6758104807729.1,2.438
2010-04-06,2635.488,6792177405512.5,2.4505
2010-04-02,2625.802,6795152612422.4,2.4518
2010-04-01,2614.53,6787414040794.399,2.4492
2010-03-31,2583.728,6727647514634.1,2.4296
2010-03-30,2602.73,6804228083103.3,2.4657
2010-03-29,2601.287,6797372247088.801,2.4636
2010-03-26,2540.474,6640904350760.199,2.4377
2010-03-25,2504.949,6548998326535.6,2.4302
2010-03-24,2530.279,6604429339940.3,2.4506
2010-03-23,2530.817,6580707707490.4,2.4612
2010-03-22,2546.185,6613330964050.399,2.4761
2010-03-19,2539.145,6600712936495.1,2.4718
2010-03-18,2523.312,6569894780462,2.4602
2010-03-17,2530.858,6599164169018.501,2.4713
2010-03-16,2489.627,6515503747273.801,2.44
2010-03-15,2482.21,6493349933361.5,2.4317
2010-03-12,2516.257,6565875863571.6,2.4593
2010-03-11,2551.102,6636534487112.1,2.4858
2010-03-10,2545.978,6595641143339.299,2.4705
2010-03-09,2560.494,6621959111696.101,2.4804
2010-03-08,2546.48,6576768127658.899,2.4634
2010-03-05,2522.244,6548152596778.4,2.4527
2010-03-04,2517.644,6544811953735.399,2.4528
2010-03-03,2574.322,6658507436887.5,2.4954
2010-03-02,2558.529,6630640220745.1,2.485
2010-03-01,2572.387,6657476979823.499,2.4951
2010-02-26,2540.479,6589070899961.301,2.4694
2010-02-25,2555.031,6620420769038.4,2.4812
2010-02-24,2527.359,6545331079737.799,2.453
2010-02-23,2493.975,6492089556904.5,2.4331
2010-02-22,2509.519,6551568176117.199,2.4554
2010-02-12,2524.932,6598690270766.601,2.473
2010-02-11,2494.758,6524136102375,2.4451
2010-02-10,2489.753,6509702972008.5,2.4403
2010-02-09,2465.329,6458737828629.7,2.4212
2010-02-08,2448.396,6438226809895.6,2.4135
2010-02-05,2452.154,6456616994428.399,2.4204
2010-02-04,2502.126,6566012707087.8,2.4614
2010-02-03,2517.09,6619114830336.101,2.4813
2010-02-02,2449.499,6459057336574.7,2.4213
2010-02-01,2452.028,6449940525078,2.4179
2010-01-29,2494.004,6551475965491.4,2.4559
2010-01-28,2501.314,6566537325241,2.4616
2010-01-27,2510.907,6592724731676.4,2.4714
2010-01-26,2550.541,6713339191812.699,2.5166
2010-01-25,2603.15,6815308951478.6,2.5548
2010-01-22,2651.05,6903256378758,2.5878
2010-01-21,2658.09,6865750649317.101,2.5737
2010-01-20,2644.795,6802161074313.1,2.5499
2010-01-19,2734.998,7008483737443.199,2.6272
2010-01-18,2729.328,6996220265659.899,2.6226
2010-01-15,2715.044,6987064438292.999,2.6192
2010-01-14,2710.165,6979769196614.399,2.6165
2010-01-13,2676.159,6936023768804.4,2.6001
2010-01-12,2779.87,7239593244486.1,2.7139
2010-01-11,2737.008,7153826670435.6,2.6817
2010-01-08,2730.015,7100599129493.301,2.6618
2010-01-07,2726.518,7092282583210,2.6587
2010-01-06,2796.776,7255823577460.302,2.72
2010-01-05,2814.05,7342790850904.299,2.7526
2010-01-04,2777.194,7262342317687.398,2.7224
2009-12-31,2814.215,2688355709122.6,2.9181
2009-12-30,2810.87,2692386474672.9995,2.9225
2009-12-29,2774.762,2638119290733.9995,2.8636
2009-12-28,2771.717,2623556962834.6997,2.8478
2009-12-25,2720.307,2578453938193.1997,2.7988
2009-12-24,2731.98,2588200122713.899,2.8094
2009-12-23,2646.83,2519681282672.5005,2.735
2009-12-22,2624.21,2499088510459.7,2.7127
2009-12-21,2690.79,2531925358864.7,2.7483
2009-12-18,2689.45,2529369189034.3003,2.7522
2009-12-17,2735.79,2547440181411.9995,2.7719
2009-12-16,2811.04,2621207583999.9,2.8522
2009-12-15,2835.41,2658281185378.5,2.8925
2009-12-14,2840.64,2665438153426.3003,2.9003
2009-12-11,2809.52,2565665605882.9,2.7917
2009-12-10,2817.1,2582759629050.4995,2.8103
2009-12-09,2811.88,2590103495907.0996,2.8183
2009-12-08,2850.61,2597782963139.601,2.8322
2009-12-07,2880.03,2611604208121.9,2.8473
2009-12-04,2858.14,2601253123198.8003,2.836
2009-12-03,2839.3,2530817902340.0005,2.7826
2009-12-02,2819.42,2529353055522.601,2.781
2009-12-01,2799.63,2515971997874.6997,2.7662
2009-11-30,2745,2484014524485.201,2.7311
2009-11-27,2648.97,2408399562513.7,2.648
2009-11-26,2726.94,2446501786550.101,2.6899
2009-11-25,2848.01,2546214224811.801,2.7995
2009-11-24,2762.55,2485401192353.399,2.7326
2009-11-23,2840.5,2565784759836.201,2.821
2009-11-20,2804.91,2539237983901.6997,2.7918
2009-11-19,2818.45,2565196163484.5996,2.8204
2009-11-18,2795.78,2550654620875.3,2.8044
2009-11-17,2783.33,2514775505026.8003,2.7649
2009-11-16,2783.74,2508007808850.9004,2.7575
2009-11-13,2703.44,2438942561157.1997,2.6816
2009-11-12,2703.83,2439956557384,2.6827
2009-11-11,2690.48,2437079010532.3,2.6795
2009-11-10,2702.19,2453121361871.1,2.6971
2009-11-09,2706.99,2461433377272.1,2.7063
2009-11-06,2685.9,2448665287900.4995,2.6922
2009-11-05,2664.64,2438676939133.9995,2.6813
2009-11-04,2634.99,2404952856470.9004,2.6442
2009-11-03,2616.79,2390555774892.1997,2.6284
2009-11-02,2577.01,2350919923135.8003,2.5848
2009-10-30,2508.99,2300384505433.7,2.5556
2009-10-29,2487.65,2260746028735.3003,2.5939
2009-10-28,2541.25,2304457752988.6997,2.676
2009-10-27,2523.35,2291923751192.2,2.6655
2009-10-26,2601.99,2369249579944.699,2.7571
2009-10-23,2590.76,2367617765948.499,2.7566
2009-10-22,2544.45,2323863226979.1,2.7071
2009-10-21,2568.02,2351215031758.699,2.7396
2009-10-20,2580.16,2364282748481.701,2.7659
2009-10-19,2557.8,2336970814807.3003,2.7338
2009-10-16,2493.37,2289709232938,2.6792
2009-10-15,2489.38,2300753459210.3003,2.6921
2009-10-14,2475.42,2290986772080.6,2.6807
2009-10-13,2448.93,2261484582028.5,2.6461
2009-10-12,2401.21,2222704646731.4,2.6017
2009-10-09,2406.73,2241347930197.9995,2.6235
2009-09-30,2290.94,2142294030371.7,2.5076
2009-09-29,2271.43,2130061556170.7,2.4932
2009-09-28,2277.77,2125230891308.5005,2.4876
2009-09-25,2347.34,2176320151661.6,2.5474
2009-09-24,2372.9,2187064774297.3003,2.56
2009-09-23,2373.88,2182196224581.2,2.5542
2009-09-22,2429.59,2217980321758,2.5961
2009-09-21,2501.24,2287998556064.9,2.6592
2009-09-18,2497.96,2300203168106.601,2.6734
2009-09-17,2584.41,2378110889616.199,2.7639
2009-09-16,2536.04,2323758126554.5,2.7007
2009-09-15,2578.06,2368432357426.6,2.7527
2009-09-14,2567.55,2364169494897.1997,2.7477
2009-09-11,2522.5,2331962350641.4004,2.7103
2009-09-10,2481.82,2283864217625.3,2.6544
2009-09-09,2517.11,2321560487650.601,2.6982
2009-09-08,2479.27,2293372638308.7,2.6654
2009-09-07,2428.98,2257808814609.999,2.6241
2009-09-04,2425.72,2250274201521.8003,2.6153
2009-09-03,2405.83,2248206743245.6,2.6129
2009-09-02,2272.59,2130938795674.7,2.4766
